,dataset,image,ground_truth,qari,status
516,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=928x75 at 0x74BD82DB09D0>,"أما إني لم أفارقه ولكن سمعته يقول من كذب علي فليتبوأ مقعده من النار
",أما إني لم أفارقه ولكن سمعته يقول من كذب علي فليتبوا مقعده من النار,success
517,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1511x83 at 0x74BD82D1D750>,"كنا نؤمر أن نخرج يوم العيد حتى نخرج البكر من خدرها حتى نخرج الحيض فيكن خلف الناس
",ناؤمن أن نخرج يوم العيد حتى نخرج البكر من خدرها حتى نخرج الحيض فيكن خلف الناس,success
518,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1512x83 at 0x74BD82DB3C50>,"محصور فقال إنك إمام عامة ونزل بك ما ترى ويصلي لنا إمام فتنة ونتحرج فقال الصلاة أحسن
",حرصور فقال إنك إمام عامة ونزل بك ما ترى ويصلي لنا إمام فتنة ونتحرج فقال الصلاة أحسن,success
519,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1219x105 at 0x74BD8410D450>,"فشربت حتى إني لأرى الري يخرج في أظفاري ثم أعطيت فضلي عمر بن الخطاب قالوا فما أولته يا
",فشرت حتى إني لأرى الزي يخرج في أظفاري ثم أعطيت فضلي عمر بن الخطاب قالوا فما أولته يا,success
520,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1340x103 at 0x74BD82DB3A10>,"عن النبي صلى الله عليه وسلم قال كانت بنو إسرائيل يغتسلون عراة ينظر بعضهم إلى بعض وكان
",عن النبي صلى الله عليه وسلم قال كات بنو إسرائيل يغسلون عرآة ينظر بعضهم إلى بعض وكان,success
521,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1534x83 at 0x74BD8386AF50>,"شن معلقة فتوضأ منها فأحسن وضوءه ثم قام يصلي قال بن عباس فقمت فصنعت مثل ما صنع ثم
",ﺸﺸ ﻢ    ﻠ    ﻘ    ﻈ    ﻀ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ    ا    ﻤ    ا    ﻦ,success
522,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1469x83 at 0x74BE09B0A950>,"عبد الله بن شداد قال سمعت ميمونة تقول كان النبي صلى الله عليه وسلم يصلي وأنا إلى جنبه
",abd Allah ben shdad قال سمعت ميمونة نقول كان النبي صلى الله عليه وسلم يصلي وأنا إلى جنبه,success
523,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1151x77 at 0x74BD82DB0810>,"مغيرة جعل يصب الماء عليه وهو يتوضأ فغسل وجهه ويديه ومسح برأسه ومسح على الخفين
",مغربة جعل يصب الماء عليه وهو يتوضأ فغسل وجهه ويديه ومسح برأسه ومسح على الخفين ,success
524,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1134x77 at 0x74BD82D846D0>,"عليه وسلم كان يصلي قبل الظهر ركعتين وبعدها ركعتين وبعد المغرب ركعتين في بيته وبعد
",عليه وسلم كان يصلي قبل الظهر ركعتين وبعدها ركعتين وبعد المغرب ركعتين في بيتها وبعد,success
525,ahmedheakl/arocrbench_patsocr,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1247x75 at 0x74BD82D6D4D0>,"أيوب الأنصاري قال قال رسول الله صلى الله عليه وسلم إذا أتى أحدكم الغائط فلا يستقبل القبلة
",أُبوب الأنصاري قال قال رسول الله صلى الله صلى الله عليه وسلم إذا أتى أحدكم الغائط فلا يستقبل القبلة,success
526,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1954x60 at 0x74BD82D83CD0>,"بن عبد الرحمن أن أبا هريرة قال سمعت رسول الله صلى الله عليه وسلم يقول تفضل صلاة الجميع
",ن ابن عبد الرحمن أن أبا هريرة قال سمعت رسول الله صلى الله عليه وسلم يقول تفضل صلاة الجميع,success
527,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1505x57 at 0x74BD841F5550>,"فقال ألا وقول الزور فما زال يكررها وقال بن عمر قال النبي صلى الله عليه وسلم هل بلغت ثلاثا
",قال ألا وقول الزور فما زال يكررها وقال بن عمر قال النبي صلى الله عليه وسلم هل بلغت ثلاثا,success
528,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1629x83 at 0x74BD8C3F0190>,"يقول سمعت أبا هريرة يقول قال رسول الله صلى الله عليه وسلم صلاة الرجل في الجماعة تضعف على
",بقول سمعت أبا هريرة يقول قال رسول الله صلى الله عليه وسلم صلاة الرجل في الجماعة تضعف على,success
529,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1855x60 at 0x74BD8410AE90>,"بتور من ماء فكفأ على يديه فغسلهما ثلاث مرار ثم أدخل يده في التور فمضمض واستنثر ثلاث
",نيتر من ماء فكفاً على يديه فغسلهما ثلاث مرار ثم أدخل يده في التور فمضض واستنثر ثلاث,success
530,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1886x60 at 0x74BDA35BC490>,"محمد أن عباد بن تميم أخبره أن عبد الله بن زيد الأنصاري أخبره أن النبي صلى الله عليه وسلم
",محمد أن عباد بن تميم أخبره أن عبد الله بن زيد الأنصاري أخبره أن النبي صلى الله عليه وسلم,success
531,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1102x83 at 0x74BD83805410>,"وسلم كان في سفر فقرأ في العشاء في إحدى الركعتين بالتين والزيتون
", وسلم كان في سفر قرآً في العشاء في إحدى الركعتين بالتنين والزيتون,success
532,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1017x103 at 0x74BD838D5F10>,"الرجال والنساء يتوضؤون في زمان رسول الله صلى الله عليه وسلم جميعا
",الجال والنساء ينوضؤون في زمان مرسول الله صلى الله عليه وسلم رجيعا,success
533,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1285x77 at 0x74BD8414C090>,"ثم عرج بي حتى ظهرت لمستوى أسمع فيه صريف الأقلام قال بن حزم وأنس بن مالك قال النبي صلى
",تم عرج بي حتى ظهرت لمستوى أسمع فيه صريف الأقلام قال بن حزم وأنس بن مالك قال النبي صلى,success
534,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1525x57 at 0x74BD82DB3DD0>,"الأرض ثم عاد إلى المنبر ثم ركع ثم رفع رأسه ثم رجع القهقري حتى سجد بالأرض فهذا شأنه قال
",الأرض ثم عاد إلى المنبر ثم ركع ثم رفع رأسه ثم رجع القهقري حتى سجد بالأرض فهذا شأنه قال,success
535,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1122x105 at 0x74BD82D9A510>,"نفرتهم وأيس من الإيمان قال ردوهم علي وقال إني قلت مقالتي آنفا أختبر بها شدتكم على
",فقرتهم وأيس من الإيمان قال ردوهم علي وقال إنني قلت مقالتي آتفا أختبر بها شدنتكم علي,success
536,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1426x57 at 0x74BD838D43D0>,"أبي سعيد المقبري عن أبي هريرة عن النبي صلى الله عليه وسلم قال إن الدين يسر ولن يشاد
",أتي سعيد المقبري عن أبي هريرة عن النبي صلى الله عليه وسلم قال إن الدين يسر ولن يشاد,success
537,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1111x77 at 0x74BD838D59D0>,"غيره عثمان فزاد فيه زيادة كثيرة وبنى جداره بالحجارة المنقوشة والقصة وجعل عمده من
",غيره عثمان فزاد فيه زيادة كثيرة وبنى جداره بالحجارة المنقوشة والقصة وجعل عمده من,success
538,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1240x60 at 0x74BD83851390>,"وقال أبو برزة كان النبي صلى الله عليه وسلم يستحب تأخيرها
",قال أبو بززة كان النبي صلى الله عليه وسلم يستحب تأخيرها,success
539,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1239x105 at 0x74BD82D86910>,"يمرها كذلك على الرأس حتى مست إبهامه طرف الأذن مما يلي الوجه على الصدغ وناحية اللحية لا
",جرىها كذلك على الرأس حتى مست إيهامه طرف الأذن مما يلي الوجه على الصدغ وناحية اللحية لا,success
540,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1425x57 at 0x74BD82D85D50>,"تعالى عنه بينما هو يخطب يوم الجمعة إذ دخل رجل فقال عمر لم تحتبسون عن الصلاة فقال
", تعالّي عنه بينما هو يخطب يوم الجمعة إذ دخل رجل فقال عمر لم تحتبسون عن الصلاة فقال,success
541,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1551x57 at 0x74BD82D854D0>,"الأرض مسجدا وطهورا فأيما رجل من أمتي أدركته الصلاة فليصل وأحلت لي المغانم ولم تحل لأحد
", الأرض مسجدا وظهورا فأيما رجل من أمتي أدركته الصلاة فليصل وأحلت لي المغامم ولم تحل لأحد ,success
542,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1284x103 at 0x74BD82D870D0>,"قتادة حدثه أنه سمع عبيد الله الخولاني أنه سمع عثمان بن عفان يقول عند قول الناس فيه حين
",قاتادة حدثها، نذم سمع عبيد الله الحولاني أنه سمع عثمان بن عفان يقول عند قول الناس فيه حيز,success
543,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1417x77 at 0x74BD82DB37D0>,"خفيفتين قبل صلاة الفجر بعد أن يستبين الفجر ثم اضطجع على شقه الأيمن حتى يأتيه المؤذن
",فيديتين قبل حالة الفجر بعد أن يستببين الفجر ثم اخطيط على شقه الأيمن حتى يأتيه المؤذن,success
544,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1420x77 at 0x74BD82D85210>,"الربيع قال سمعت عتبان بن مالك الأنصاري قال استأذن النبي صلى الله عليه وسلم فأذنت له
", الربيع قال سمعت ختiban بن مالك الأنصاري قال استأذن النديي على الله عليه وسلم فأذنت له,success
545,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1397x77 at 0x74BD8382EAD0>,"أرأيت الركعتين قبل صلاة الغداة أطيل فيهما القراءة فقال كان النبي صلى الله عليه وسلم
",أرأيت الرُّعَتين قبل حللة الغدادة أطول فيهما القراءة فقال كَان النبي صلى الله عليه وسلم,success
546,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1160x77 at 0x74BD82D6D290>,"كان يرى عبد الله بن عمر رضى الله تعالى عنهما يتربع في الصلاة إذا جلس ففعلته وأنا يومئذ
",كان يرى عبد الله بن عمر رضى الله تعالى عنهما يتربع في الصلاة إذا جلس ففعلته وأنا يومئذ,success
547,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1118x105 at 0x74BD82D6C790>,"يعلمون ما فيهما لأتوهما ولو حبوا لقد هممت أن آمر المؤذن فيقيم ثم آمر رجلا يؤم الناس ثم
",يعلمون ما فيهما لأتوهما ولو حبوا لقد هممت أن آمر المؤذن فيقيم ثم آمر رجلا يؤم الناس ثم,success
548,ahmedheakl/arocrbench_patsocr,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1288x103 at 0x74BD807F1AD0>,"سمعت أبا أمامة يقول صلينا مع عمر بن عبد العزيز الظهر ثم خرجنا حتى دخلنا على أنس بن
",مجعت أبا أمامتريتقول صليتا مع عمر بن عبد العزيز الظهر ثمخرجنا حتى دخلنا على أسد بن,success
549,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1365x83 at 0x74BD82D6E2D0>,"ظهر بيتنا فرأيت رسول الله صلى الله عليه وسلم قاعدا على لبنتين مستقبل بيت المقدس
",ظهر بييتا فرأيت رسول الله صلى الله عليه وسلم قاعدا على لبنتين مستقبل بييت المقدس,success
550,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1555x77 at 0x74BD82D621D0>,"في الاثنتين ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده
",في الأنتين ويفعل كذلك في كل حُل رضْعة حتى يفرخْ من الصلة ثم يقول حين ينصرفه والذي نفسي بيده,success
551,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1281x103 at 0x74BD8410D410>,"دمت في مقامي هذا فأكثر الناس في البكاء وأكثر أن يقول سلوني فقام عبد الله بن حذافة
",لامت في مقامي هذا فأُكِّن الناس في البحكاء وأُكِّن أن يقول سلوني فتامر عبد الله بن حذافتا ,success
552,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1155x105 at 0x74BDA35A8850>,"على السرير فتكون لي الحاجة فأكره أن أستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
",على السرير فتكون لي الحاجة فأُكره أن أُستقبله فأَنسل انسلاا وعن الأعمش عن إبراهيم عن,success
553,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1287x103 at 0x74BD82DB2710>,"وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
",هملكت البهائم فادع الله أن يسقينا فقال اللهما سقتنا مرتين وأيم اللهما ذرى في السماء قزعتا ,success
554,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1146x77 at 0x74BD82D9B550>,"شعبة عن عبد الملك بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
",شعبة عن عبد الملك بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد,success
555,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=928x77 at 0x74BD82DB2BD0>,"الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
",لكيما ما هذا الذي يأتيينا من قبلكم فإذا سعد يغدو جرحه دما فمات فيها,success
556,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1190x75 at 0x74BD8410BCD0>,"فأجلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
",أجلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه و لم يغسله,success
557,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1111x105 at 0x74BD82D6CA50>,"بني إسرائيل فسئل أي الناس أعلم فقال أنا أعلم فعتب الله عليه إذ لم يرد العلم إليه فأوحى
",ني إسرائيل فسّل أي الناس أعلمم فقال أنا أعلمم فعّب الله عليه إذ لم يرد العلم إليه فأوحي,success
558,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1161x77 at 0x74BD82D83890>,"فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإمام
",فصلى جالسا و صلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإمام,success
559,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1129x75 at 0x74BD82DB0B90>,"بن يزيد أن الذي زاد التأذين الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى عنه حين
",ين يزيد أن الذي زاد التأذين الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى عنه حين,success
560,ahmedheakl/arocrbench_patsocr,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1261x75 at 0x74BD80828050>,"إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
",إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت,success
561,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1460x57 at 0x74BD807F7B10>,"إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
",سرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا ,success
562,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=916x77 at 0x74BD841081D0>,"نساء المؤمنين لا يعرفن من الغلس أو لا يعرفن بعضهن بعضا
",نساء المؤمنين لا يعرفن من الغلس أو لا يعرفن بعخصن بخا,success
563,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1170x75 at 0x74BD807F1E90>,"صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فقام
", صلى الله عليه و سلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فقام,success
564,ahmedheakl/arocrbench_patsocr,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1125x105 at 0x74BD80828F50>,"قال النبي صلى الله عليه وسلم لا يزال العبد في صلاة ما كان في المسجد ينتظر الصلاة ما لم
",قال النبي صلى الله عليه وسلم لا يزال العبد في صلالة ما كان في المسجد ينتظر الصلالة ما لم,success
565,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=853x105 at 0x74BD807F2A90>,"باب هل على من لم يشهد الجمعة غسل من النساء والصبيان وغيرهم
",باب هل على من لم يشهد الجمعة غسل من النساء والصبيازان وغيرهم,success
566,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1195x77 at 0x74BD84168150>,"ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
",ونسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال,success
567,ahmedheakl/arocrbench_patsocr,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1117x77 at 0x74BD808298D0>,"عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
",عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام,success
568,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1287x103 at 0x74BD807F6F90>,"بحينة أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه حتى يبدو بياض إبطيه وقال
",خينتم أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه، حنى يبلدده دياض إيطيمه وقال,success
569,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1377x77 at 0x74BD8C13C490>,"العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
",,success
570,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=758x105 at 0x74BD82DB1750>,"عبيد عن بشير بن يسار قدم علينا أنس بن مالك المدينة بهذا
",عبيد عن بشير بن يسار قدم عليينا أنس بن مالك المدينة بهذا,success
571,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1402x103 at 0x74BD82D81510>,"فانطلق إلى نخل قريب من المسجد فاغتسل ثم دخل المسجد فقال أشهد أن لا إله إلا الله وأن محمدا
",فأطلق إلى خُلَقَ قَريب من المسجد فاغنشل ثم دخل المسجد فقال أشهد أن لا إلَّا الله إلا اللهَوَأن محمَدا ,success
572,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1456x77 at 0x74BD82D81710>,"فمن فعل ذلك فقد أصاب سنتنا ومن ذبح قبل أن يصلي فإنما هو لحم عجله لأهله ليس من النسك
", فمن فعل فقده أحابج سنتنا ومن ذبحق قبل أن يطليي فإنما هو لدمه خجله لأهله ليس من النسك,success
573,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1411x103 at 0x74BD8082A350>,"يجلس حتى قال أين تحب أن أصلي من بيتك فأشار إليه من المكان الذي أحب أن يصلي فيه فقام
",مجلس حنى قال أين تحب أن أصلي من بيئك فأشارر إليهم من المحكان الذي أحب أن يصلي فيه فقتام,success
574,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1861x60 at 0x74BD8082A590>,"صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال وما ذاك قالوا صليت
", صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال وما ذاك قالوا صلى,success
575,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1859x60 at 0x74BD8082A7D0>,"الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله ألي
",صلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله ألي,success
576,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1828x60 at 0x74BD8082AA10>,"أيديهم وأرجلهم وسمرت أعينهم وألقوا في الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
",نديهم وأرجلهم وسمرت أعينهم وألقوا في الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء,success
577,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1294x75 at 0x74BD82D99D50>,"عليه وسلم فركب راحلته فخطب فقال إن الله حبس عن مكة القتل أو الفيل شك أبو عبد الله وسلط
",عليه و سلم فركب راحلته فخطب فقال إن الله حبس عن مكة القتل أو الفيل شك أبو عبد الله و سلط,success
578,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1991x60 at 0x74BD807F1FD0>,"ذكرني هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
",ذكرني هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم,success
579,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1537x57 at 0x74BD8C403010>,"على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
",على عسبب معه فمر بنفر من اليهود فقال بعضهم لبعضهم لبعضهم لا تسألوه لا,success
580,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1188x77 at 0x74BD8410A6D0>,"سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
",سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها,success
581,ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1123x75 at 0x74BD82D9B990>,"الثوب بين يديها قال لها تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأتت
",التهاب بين يديها قال لها تعلمين ما رزئنا من مائك شيئا ولكن الله هو أسقانا فأتت,success
