,dataset,image,ground_truth,qari2,status
139,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x120 at 0x775534114310>,الايقار وَالثِيران وَلِحَمِير وَلِجَمال الَّتِي كاتت تُسْتَخْدَم فِي,الاِيقَار والِنِيران وَلِحِمِيرٍ وَلِجِمالِ الَيِ كانت نَسَّخْدم فِي,success
140,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1110x143 at 0x775534114890>,فيها، وَيَمِيل أَهْلِها إِلَى الزِراعَةِ والاستقرار، مِثْلَ مَدِينَةِ,فيها، وَيَمِيل أَهْلِها إِلّى الزِراعَةِ والاستقرارِ، مِثْلَ مَدِينَةِ,success
141,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1454x185 at 0x775534114E10>,العُلَماءِ راو أَنَّ التَغْيِيراتِ الطارِئَةِ عَلَى غِطاءِ,العْلَماءِ راو أَنَّ التَّغْيِيراتِ الطارِئَةِ عَلَى غِطاءِ,success
142,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=641x118 at 0x775534115390>,بِذٰلِكَ فَتَغافَلَ صَرَّحُوا لَهُ,بِذُلِكَ فَتَغافَلَ صَرَّحُوا لَهُ,success
143,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x157 at 0x775534115910>,دَرْسَ مُفِيدٌ – بِطَبْعه أُولَى صَغِيرَةٌ مُؤَلَّفَةٌ مِن,دَرْسَ مُفِيدٌ - بِطَبْعِهِ أُولَى صَغِيرَةٌ مُؤَلَّفَةٌ مِن,success
144,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=862x121 at 0x775534115E90>,إِلَى ما يشاكله. قالَ سَجّاده وَهُوَ أَبُو سَعِيد,إلَى ما يشاكله. قالَ سَجّاده وَهُوَ أَبُو سَعِيد,success
145,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=740x235 at 0x775534116410>,وَفِي اليمن، حَيْثُ تُمَثِّل ثَقافَةِ المُجْتَمَعِ جُمْلَةِ مِن,وَفِي اليمن. حَيْثُ تُمَثِّل ثَقافَةِ المُجْتَمَعِ جُمْلَةِ مِن,success
146,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1130x163 at 0x775534116990>,تَعْرِف لَهُ مَثِيلاً مُنْذُ سُقُوطِ رُوما وَتَكاثَرَ سُكّانِ,تَعْرِفِ لَهُ مَثِيِلاً مُنْنَذُ سُقُوطِ رُوما وَتَكاثَرَ سُكَّانِ,success
147,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x92 at 0x775534116F10>,بِنَفْسِ السُرْعَة,بنَفْسِ السَّرِعَة,success
148,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=812x117 at 0x775534117490>,"وَ مِنهُ ما يَتَجَلَّى لَحَواسّ اخري، أَمّا ""","وَ مِنْهُ مَا تَجْبَّى لِقَواسّ افْرِي، أَتَا """,success
149,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1346x159 at 0x775534117A50>,وَبَيْنَما يَمِيل البَعْضُ إِلَى عَدَمِ التَمْيِيزِ ما بَيِّنَ,وَبَيْنَما يَمِيل البَعْضُ إِلَى عَدَمِ التَمْيِيزِ ما بَيِّنَ,success
150,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=796x121 at 0x775534117F90>,عادَةً قَدِيمَةٌ جدا، رُبَّما رافَقَت الإِنْسانِ مُنْذُ يَوْمَ,عادَةً قَدِيمَةُ جدا، رُبَّما رافَقَت الإِنْسانِ مُنْذُ يَوْمَ,success
151,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x178 at 0x775534118550>,تَعْلَمهم فِي الماضي. أَهْدافٍ تَعْلِيمِ الكِبارِ وَبِناءَ عَلَى,تَعْلَمهمِ فِي الماضي. أَهْدافٍ تَعْلِيمِ الكِبارِوَبِناءَ عَلَى,success
152,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=981x139 at 0x775534118AD0>,شاعَ سَمّ وَتَصْوِيرِ الكائِنات الحَيَّةِ فِي المِنْطَقَةِ العَرَبِيَّةِ,شاعَ سَمِّ وَتَصْوِيرِ الحكائِناتِ الكيَّةِ يِفِ المِنْطَقَةِ المَرَبِيَّةِ,success
153,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=937x110 at 0x775534119050>,وَالاِرْتِقاءِ بِهِ إِلَى مُسْتَوَى يَسْتَجِيب لِمُتَطَلَّباتِ التَنْمِيَة البَشَرِيَّةِ,والازتقاءِ بِهِ إِلَيَّ مُشتَوَى يَشتَجِيبِ لِْتَطلَّباتِ التَنْمِيةِ البَشَرِيَّةِ,success
154,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1169x127 at 0x7755341195D0>,بِكِين وَالقاهِرَةِ العريقتين، بِكُلِّ ما لَدَيهِما مِن إِرث,بِكِينِ وَالقاهِرَةِ العربيقتين، بِكُلِّ ما لَدَيهِما مِن إِرث,success
155,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=930x135 at 0x775534119B50>,لِسَبَبِ بسيط،هو أَنَّ أَسالِيبها وَمَعانِيها وَنَسَّقَها لا تَتَّفِق,لِسَبَبٍ بِسِطٍ، هو أَنَّ أَسَالِبِهَا وَدَعَانِهَا وَدَنَسَقَها لِ تَتَّفِئِ,success
156,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=874x117 at 0x77553411A0D0>,الَّتِي سُرْعَتُها ثَمانِيَةِ عَشَرَ كِيلُومِتراً فِي الساعَةَ مِن,الَّتِي سُرْعَتْها ثَمَانِيَةٍ عَشَرَكِيلْومِتراً فِي الساعَةَ مِن,success
157,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1148x142 at 0x77553411A650>,"""، ""كان البرد القارس مؤلما، كأنه سهام تخترق","""ىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىى",success
158,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1314x172 at 0x77553411ABD0>,قَبِلَهُ وَكَذا الهِجْرَةِ وَالحَجّ وَبُعْدَ هَل يُؤاخِذ,قَبِلَهُ وَكَذا الهِجْرَةِ وَالحَجِّ وَبُعْدَ هَل يُؤَاخِذِ,success
159,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1268x271 at 0x77553411B150>,"الوِلاياتِ المتحده. حِينِها فَقَط وَصَلَ الكِتابِ إِلَى ""القمه"".","الولايات المتحده. جِينِها فَقّط وَضلَ الكِتابِ إِلَى ""القمه"".",success
160,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1262x134 at 0x77553411B6D0>,توجد إلا فى      توجد إلا في مناطق محددة من بلد الأجداد,دِوْجِبِ لِإِلَضِ تَعِبِهِ لِلا مِّمِّمِّمِ مِرِدَةٍمِنَ بِلَدِ الأَجِبِهِ,success
161,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1265x159 at 0x77553411BC50>,أُيُونات الفِلُور والكلور الَّتِي تُهاجِم جُزَيْئات الأُوزُون وَتُحَطِّمها,أُيُونات الفِلْور والكلور الّتي تُهاجِم جْزَيْئات الأُوزُون وَتُحَظّمها,success
162,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=238x136 at 0x775534128210>,مُغَطَّى,مغطى,success
163,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1293x132 at 0x775534128790>,تُوَضِّح النَتائِجِ الوارِدَةِ بِالجَدْوَل رَقْمِ سَبْعَةِ وُجُودِ عَلاقَة,تُوضِّح النَتائِجِ الوارِدَةِ بِالجَذْوَلِ زَقْمِ سَبْغَةٍ وُجُودِ عَلاقَة,success
164,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=708x97 at 0x775534128D10>,مِن غازِ ثُنائِيٍّ اوكسيد الكَرْبُون المَوْجُودِ فِي الهَواءِ,مِن غازٍ ثُنائِيٍ اوكسيد الكَزْبُون المَوْجُودِ فِي الهَواءِ,success
165,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=656x114 at 0x775534129290>,وَبِن ما دُونِ السِجِلِّ عَنها أَكَماً كانَ,وَبِنِ ما دُونِ السِجِلِّ عَنها أَكَماً كانَ,success
166,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1070x172 at 0x775534129810>,اخر. وَفِي ضِمْنَ هٰؤُلاءِ قَبائِلُ عَرَبِيَّةٍ عديده، ضاعَ,اخر. وَفِي ضِمْنَ هِؤُلاءِ قَبائلْ عَرَبِيَّةٍ عديده، ضاعَ,success
167,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x149 at 0x775534129D90>,الغازات الَّتِي تُؤَثِّر وَبِشَكْلٍ مُباشِرٍ فِي رَفْعِ دَرَجَةِ,الغازاتِ اللَّي تُؤَثِّرٌ وَبِشَكْلٍ مُباشِرٍ فِي زَفْعِ دَرَجَةِ,success
168,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1209x175 at 0x77553412A310>,فِي حَفْرِ العُرُوق الَّتِي تَكُون الذهب، وَأَمْثال ذٰلِكَ,فِي حَفْرِ العُرُوقِ الَّتِي تَكُون الذهب، وَأَمْثال ذِلِكَ,success
169,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x135 at 0x77553412A890>,؛ كُلُّها تَشْهَد عَلَى الاِخْتِلالات الكَبِيرَةِ فِي اِسْتِثْمارِ,؛ كُلُّها تَشْهَد عَلَى الاِخْتِلالات الكَبِيرَةِ في إِشتِثْمارِ,success
170,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=893x142 at 0x77553412AE10>,يَتَضايَق الناسِ مِن أَثَّرَ الحُرِّ فيهم، مَعَ إِن,يَتَضايَق الناسِ مِن أَثَّرَ الحُرِّّ فيهم، مَعَ إِن,success
171,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=864x106 at 0x77553412B390>,فَلَمّا تَطاوَلَت الأَيّامِ عَلَى سَدِّ مَأْرَب اِمْتَدَّت إِلَيهِ,فَلَمّا تَطَاوَلَت الأَيّامِ عَلَى سَدِّ مَأْرَبٍ إِمْتَدَّت إِلَيْهِ,success
172,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1327x205 at 0x77553412B910>,وَسَنَتَعَرَّف عَلَى الأَماكِن الأَصْلِيَّةِ فِي اليَمَنِ,وَسَتَعَزَّف عَلَى الأَماكِن الأَضْلِيَّةِ فِي اليَمَنِ,success
173,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1140x137 at 0x77553412BE90>,عَشَرَ مِن عُمَر الأَشْجارِ فَكانَ اِرْتِفاعِ تِلْكَ الوَتِيرَةِ,عَشَرَ مِن عُمَرِ الأَشْجَارِ فَكانَ إِرْتِفاعِ تِلْكَ الوَتِيرَةِ,success
174,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1425x158 at 0x775534134390>,ضِفَّة النَهْرِ لَوْحاتِ رَسَمَها وَأَنْغ وَيْ (رسام صِينِيٌّ,ضِفَّةِ النَهْرِ لَوْحاتِ رَسَمَها وَأَنْغ وَّيْ (رسام صِبِينِيٌّ),success
175,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1534x199 at 0x775534134910>,مَعْبُوده الفِينِيقِيِّينَ الَّتِي كانُوا يُقَدِّمُونَ الذَبائِح البَشَرِيَّةِ وَالَّتِي,مَعْبُوده الفِينِيقِيِّينَ الَّتِي كانُوا يُقَدِّمُونَ الذَّبائِحِ البَشَّرِيَّةِ وَالَّتِي,success
176,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=411x124 at 0x775534134E90>,الصِينِ هٰذا العام.,الصِينِ هُذا العام.,success
177,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=864x117 at 0x775534135410>,مَذْهَبٍ الغالِبِيَّةِ الَّتِي تَجْعَل بِدايَةِ هٰذا التَقْوِيمِ سَنَةً,تَدْفَبِ الغَالِيَّةِ الَّتِي تَجْعَل بِآيَةٍ فَهنا التَّفْوِعِمِم سَتَةَ,success
178,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=676x137 at 0x775534135A10>,ونذكروا ما عَلَيكُم قِبَلَ أَنَّ تَذْكُرُوا ما لكم.,ونذكروا ما عَلَيكُم قِبَلَ أَنَّ تَذْكُرُوا ما لكم.,success
179,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=883x131 at 0x775534135F10>,"مِن القِياسات ""وان كانَت قَلِيله جدا""، إِن المِنْطَقَة","مِن القِياسات ""وان كانَت قَلِيله جدا""، إِن المِنْطَقَة",success
180,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=790x112 at 0x775534136490>,يَزال أَحَدُهُم يَسِل مِن الخَيْط القِطْعَةَ بُعْدَ القِطْعَةَ,يَزال أَحَدُهُم يَسِل مِن الخَيْطِ القِطْعَةَ بْغَدَ القِطْعَة,success
181,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1249x142 at 0x775534136A10>,بمدرسه خاصة وعمر ثماني سنوات. لم يتوقف ماو,بِرِيَّةِمِهَامِسَةٍكِمِرِّنَا نِ سِنَوَتِ.لِمِ سِتَوقِفِمَاو,success
182,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1364x148 at 0x775534137690>,الجُزَيْئات وَالذَرّات مَعَ الأَشِعَّة الشَمْسِيَّةُ عالِيَةٍ الطاقَة وَهٰذا,الجزيئات وَالذرّات مَعَ الأَشِعَّة الشَمْسِيَّةُ عاليَةٍ الطاقَةِ وَهُذا,success
183,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1487x189 at 0x7755341379D0>,الأَدَبِ الشَعْبِيِّ المُعاصِرِ سَواءُ فِي مَشْرِقٍ الوَطَنِ ومغربه.,الأَدّابِ الشَّغِبِيِّ المْعاصِرِ سَواءْ فِي مَشْرِقِ الوَطَنِ ومغربه.,success
184,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=878x133 at 0x775534137E50>,وَالمَنْبَع الَّذِي غُرَفِ مِنهُ عِلْمِهِ بِأَحْوال الماضين، إِلَى,والمَنْبَعِ الْخِضِي غُرَفٍ مِنهُ عِلْمِهُ بِأَحْوالِ المَاضِينِ، إِلَهِ,success
185,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=189x124 at 0x77553413C3D0>,فِي حُرٌّ,يَفِعْ خْرُقُ,success
186,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1396x153 at 0x77553413C910>,"حَجّارَةً ""الكوارتس"" وَتُوجَد فِي مِنْطَقَة الطائِف صَدَرَ ""الغرانيت""","حَجّارَةً ""الكوارتس"" وَتُوجَد فِي مِنْطَقَة الطائِف صَدَرَ ""الغرانيت""",success
187,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1027x116 at 0x77553413CE50>,ذهب نوح  ضرغام بصحبه رؤوف بن لؤي رايق طافر,ذهب دوح مزعنا م بهمبه وفون بن لوميٍ وإيق ما فر,success
188,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x179 at 0x77553413D390>,اخري، لَم تَتَضَمَّن بَرامِجِ مُكافَحَةِ التَصَحُّر أَو اِلْتِحاق,اِخري، لمَ تَتَضَمَّن بَرامِجٍ مْكافَحَةِ التَصحُّرِ أَوِ اِلْتِحاقِ,success
189,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x118 at 0x77553413D8D0>,كانَ كَثِيراً ما يَقُول لِذٰلِكَ العراقي: لَيْتَ أَنِّي,كانَ كَثِيراً ما يَقُول لِذُلِكَ العراقي: لَيْتَ أَنِّي,success
190,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1203x150 at 0x77553413DE50>,أَعْمالٍ يَنْطُق بِمَهارَةٍ رِجالِ الأَعْمالِ الَّذِينَ كانُوا يَشَرُّونَ,أَعْمالٍ يَنْطُق بِمَهارَةٍ رِجالِ الأَعْمالِ الَّذِينَ كانُوا يَشَرُّونَ,success
191,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=575x128 at 0x77553413E3D0>,"وَ مُلُوكهم وَ هَرَبَ مذحجو...""","وَ قُلْوكَهم وَ هَرَبَ مذحجو...""",success
192,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1018x150 at 0x77553413E950>,فَهُوَ يَقَع بَيِّنَ النَحْل العِمْلاقِ وَالنَحْل الصغير، وَ,فَهُوَ يَقَعُ بِيِّنِ النَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ، وَالنَحْلِ العِمْلاقِ وَالنَحْلِ الصغيرِ،,success
193,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1331x166 at 0x77553413EED0>,وَالقانُونِ العامِّ لِلتَرْبِيَةِ والتعليم، مَبْنِيَّةٌ عَلَى الحُقُوقِ المُتَساوِيَةُ,والقائمونِ العلمِ إِلِتْربِةٍ والتعابمِ، وَنِثْبَةٍ عَلَّ الدَفْودِّ المُنساوبَةْ,success
194,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1367x155 at 0x77553413F450>,التنين، وَسُور الصِينِ العظيم، وَثَقافَة مَلاقِط الطَعامِ الصينيه،,التنين، وَشُور الصِينِ العظيم، وَثقافَة مَلاقِط الطعامِ الصينيه،,success
195,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2139x162 at 0x77553413F9D0>,أَطْلَقَت الشَرِكَةِ السَعُودِيَّةِ لِمُعَدّاتِ الدِيزِل المَحْدُودَةَ بِالسُوق السَعُودِيَّةِ,أُطْلِقَت الشَّرِكَةِ السَّعُودِيَّةِ لِمُعَدِّاتِ الديزلِ المَحْدُودَةَ بِالشُوقِ السَّعُودِيَّةِ,success
196,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1771x171 at 0x77553413FF50>,مِن المُؤَلِّفِينَ بالامتنان. وَالغَرِيبُ بِشَأْنِ انتعاس,مِن المُؤَلِّفِينَ بالامتنان. وَالغَرِيبْ بِشَأْنِ انتعاس,success
197,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=476x142 at 0x775534148510>,الإِنْسانِ بالخالق.,الإِنْسانِ بالنالِقِ.,success
198,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x199 at 0x775534148A90>,فِي الفتري الصَباحِيَّةَ لَمُلْتَقَى التَوْظِيفِ بِجامِعَة بكين، الَّذِي,فِي الفتري الصَباحِيَّةَ تَمْلْتَقَى التَوْظِيفِ بِجامِعَة بكين، الَّذِي,success
199,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1318x150 at 0x775534149010>,فَزَعَمَ إِن رَغْبَة الإِسْلامِ كانَت قَد اِتَّجَهَت إِلَى,فَزَعَمَ إِن رَغْبَة الإِسْلامِ كانَت قدِدِ إِتْجَهَت إِلَى,success
200,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1463x223 at 0x775534149590>,بِالناسِ ثُمَّ التكون الجُسْمانِيّ ومظهره. وَمِن هُنا نَجِد,بِالناسِ ثُمَّ التكون الجْسْمِانِيّ ومظهره. وَمِن هُنا نَجِد,success
201,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1301x252 at 0x775534149B10>,ظُرُوفٍ عادِلَةٍ وَمُتَساوِيه أَمامَ جَمِيعِ الإِسْبان لِمُمارَسَةِ حُقُوقِهِم,ظْروفٍ عادِلَةٍ وفْتَساوِيه أَمامَ جَمِيعِ الإِسْبانِ لِمُمارَسةِ حْقْوقِهِم,success
202,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1116x170 at 0x77553414A090>,"مِن الأَمْثال : "" إِن طابَ رِيحكَ ذُرَى","مِن الأَمْثال : "" ِإن طابَ رِيحكَ ذُرَى",success
203,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1139x131 at 0x77553414A610>,إِن أَيّ مُحاوَلَةٍ لِلجَزْم مُبَكِّرَةٍ للغايه. فَهٰذِهِ قِصَّةُ,إِن أَيِّ مُحاوَلَةٍ لِلجَزْهِ مُبَكِّرَةٍ لِلغابِهِ. فَهُذِهِ فِصَّةُ,success
204,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1201x128 at 0x77553414AB90>,الإِدارَةِ العامَّة لِلآثارِ وَالمَتاحِف بِوِزارَةِ المَعارِفِ حالِيّاً وِكالَةُ,الإِدارَةِ العامَّةِ لِلآثارِ وَالمَتاحِفِ بِوِزازَةِ المَعارِفِ حاليّاً وِكالَةُ,success
