,dataset,image,ground_truth,easyocr,tesseract,status
201,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1301x252 at 0x7556D581AA50>,ظُرُوفٍ عادِلَةٍ وَمُتَساوِيه أَمامَ جَمِيعِ الإِسْبان لِمُمارَسَةِ حُقُوقِهِم,"{'text': 'جميع الإسبان لممارسة خقوقوم ظظروف عادلة ومتساويه أمام', 'time': 0.09863400459289551}","{'text': 'ظُرُوفٍ عاجلةٍ وَمُتّساويه أمام جَمِيع الإشبان لفمارشة خفوقهم\n', 'time': 0.0919656753540039}",success
202,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1116x170 at 0x7557B43E4450>,"مِن الأَمْثال : "" إِن طابَ رِيحكَ ذُرَى","{'text': '٤ طاب من الآفثال ذرى ريحك "" إن', 'time': 0.12521839141845703}","{'text': 'مِن الأقثال : "" إن طات ريحك ذُرَى\n', 'time': 0.07123565673828125}",success
203,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1139x131 at 0x7556D54FFB90>,إِن أَيّ مُحاوَلَةٍ لِلجَزْم مُبَكِّرَةٍ للغايه. فَهٰذِهِ قِصَّةُ,"{'text': 'للغايه . إن أي محاولة لالجزم مبكرة فهذه قصة', 'time': 0.11014962196350098}","{'text': ' ', 'time': 0.04123115539550781}",success
204,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1201x128 at 0x7556D54FF090>,الإِدارَةِ العامَّة لِلآثارِ وَالمَتاحِف بِوِزارَةِ المَعارِفِ حالِيّاً وِكالَةُ,"{'text': 'الإدارة العامًة للآثار والمتاحف بوزارة المعارف حاليًاً وكالة ', 'time': 0.06858611106872559}","{'text': 'الإدارّة العامّة للآثارٍ وَالمَتاجف بوزارَةٍ المَعارِفٍ حاليّاً وكالةٌ\n', 'time': 0.0979471206665039}",success
205,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=809x135 at 0x7556D54FE8D0>,"العَرَبِيَّةِ مِن اغلاط. وَلَقَد تَأَثَّرَت رِواياتٍ ""ابن الكلي""","{'text': 'الكلي \' الفربية من اغلاط ولقد تأثرت روايات ""ابن', 'time': 0.08801865577697754}","{'text': 'العَبيّة من اغلاط. وَلَفَد تَأَنَّتَ رواياتٍ ""ابن الكلي""\n', 'time': 0.07536745071411133}",success
206,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1052x162 at 0x7556D54FE250>,"""نهفان""، وَمِن أَبْناءِ ""تالب""ولم يَبْخَل الهمداني عليه،","{'text': ' عليه أبناء "" تالب "" ولم يبخًل \'نهفان "" ، الهمداني ومن', 'time': 0.14794468879699707}","{'text': 'نهفان"", ومن أبْناءِ ""تالت"" -ه م\n', 'time': 0.06261873245239258}",success
207,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1111x114 at 0x7556D54FD490>,مِن يَنْصُره وَيُفَضِّله وَيَحْتَج لَهُ وَيَدْعُو اليه. وَأَنَّهُ,"{'text': 'ع من ينضره ويفضله ويختج لم ويذعواليه . وانم', 'time': 0.07989883422851562}","{'text': 'مِن يَنُضره وَبُفَضْله وَيَخْنّحِ لَهُ وَيَدْعُو اليه. وَأَنّهُ\n', 'time': 0.08638286590576172}",success
208,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1120x121 at 0x7556D54FCD90>,الدَخْلِ المزرعي وَدَرَجاتِ المَهارَة فِي اِسْتِخْدامِ طُرُقٍ وَوَسائِلِ,"{'text': 'ووسائل ودرجات المهارة في استخدام طرق الدخل المزرعي', 'time': 0.10810065269470215}","{'text': 'ت د وَوَسائْلٍ\nشتخدام طرق و\n5 إسْى: |\nالمهارّة في\n6 03\nودرجاءت\nلدَخلٍ المزرعي وَدَرَجا سأ\n|\n', 'time': 0.1141364574432373}",success
209,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=980x221 at 0x7556D54FC350>,وبطئ وَاِعْتِباطِيّه المَساطِر الإِدارِيَّة والقضائيه،,"{'text': 'وبطئ واغتباطيه المساط الإدا رية والقضائيه ', 'time': 0.05566263198852539}","{'text': 'وبطى وَإِعْتِبِاطِيَه المَساطٍ الإداريَّة والقضائيه:\n', 'time': 0.07297515869140625}",success
210,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=192x103 at 0x7556D54FC9D0>,الايام.,"{'text': 'الايا .', 'time': 0.026506900787353516}","{'text': 'الزيات.\n', 'time': 0.04965782165527344}",success
211,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1153x153 at 0x7556D54FDDD0>,حَتَّى يُصْبِح سَوِيّاً فِي حياته، ثُمَّ,"{'text': '5 عوياً ي مياته آمنى يصبع', 'time': 0.1026761531829834}","{'text': ' ', 'time': 0.05088162422180176}",success
212,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1109x129 at 0x7556D54FF1D0>,، وَبِالكَثافَة السكانيه، والرعويه، وَمِيناء نَشَطا فِي تِجارَةٍ,"{'text': 'تجارة وبالكثافة السكانيه . والرعويه  وميناء نشطا في', 'time': 0.08659100532531738}","{'text': '\u200e٠\u200f وبالكثافَة السكانيه؛ والرعويه: ومِيناء نَشّطا في تِجارةٍ\n', 'time': 0.08983826637268066}",success
213,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1073x179 at 0x7556DC74AA50>,عَلَى مَدَى أَكْثَرَ مِن أَلْفَ عام، ظِلِّ جيوهوا,"{'text': 'من ألف عام ظل جيوهوا على قلى أكثر', 'time': 0.08750176429748535}","{'text': 'على مَدّى أَكْثَّرَ مِن ألْفَ عام ظلّ جيوهوا\n', 'time': 0.08982658386230469}",success
214,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1114x134 at 0x75577926C310>,نِظاماً حَرارِيّا يَسْتَمِدّ طاقَته المُحَرِّكَة مِن الأَشِعَّة,"{'text': 'نظرمآ قرارتا يستمت طرقت  القعركة فزالأشقة', 'time': 0.06199216842651367}","{'text': 'نظاماً عررها ينتمم طرقّته الفعزكة\nينتمع طاكته الة\nعر 000000\n', 'time': 0.10733485221862793}",success
215,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=954x153 at 0x7557801B7C10>,لَم تَكُن مُفاجَأَةً ظُهُورِ اِسْمَ تسي تونغ فِي,"{'text': 'تونغ في لم تكن مفاجأةً ظهور ا شةر تسي', 'time': 0.10308480262756348}","{'text': 'لم تكن مفاجأةٌ ظَهُورٍ اشم نسي تونغ في\n', 'time': 0.08999156951904297}",success
216,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=882x106 at 0x7557B42587D0>,غازات سامّه غَطَّت مِساحَة كَبِيره مِن مِنْطَقَة جَنُوبِ,"{'text': 'من منطقة غازات سامه غطت مساحة _ كبيره جنوب', 'time': 0.08593034744262695}","{'text': 'غازات سامّه غَطت مساعة كبيره من مِنْطفَة جَنْرب\n', 'time': 0.09350872039794922}",success
217,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x134 at 0x7556DC7A6010>,التاريخ، وَوَقَعُوا مِن ثُمَّ فِي خَطَأ بِالنِسْبَةِ إِلَى,"{'text': 'خظأ بالنستبة إلى التاريخ , ووقفوا من ثم في', 'time': 0.07635688781738281}","{'text': 'التاريخ, وَوَقَهُوا من نم"" في خظاأ بالنشْبة إِلَى\n', 'time': 0.05645942687988281}",success
218,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1113x118 at 0x7556DC7F7590>,وَهُوَ مُنَظَّمَةِ إِقْلِيمِيَّةٍ تَتَمَتَّع بِعُضْوِيَّةِ عِشْرُونَ دَوْلَةٍ فِي,"{'text': 'وهو منظمة إقليميةة تتمثًع بغضوية عشرون دولة في', 'time': 0.047410011291503906}","{'text': ""وَهُوَ 2 طلمَة إِفُلِيمِيّة 00 3 8 وبّةِ ' 8 زُونَ دَوْلَةِ فِي\n"", 'time': 0.07799792289733887}",success
219,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1237x119 at 0x7557B4385C10>,"وَمُلُوك العَرَبِ والعجم""، وَوَرَدَ عَن ""ابن داب"" وَكانَ","{'text': 'وكال ووآد كن "" اين داب والعجم وفلوك القرب', 'time': 0.10393691062927246}","{'text': 'وفلوك القب والعجم""| | وورد عن ""ابن داب"" وكان\n', 'time': 0.09488677978515625}",success
220,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=909x145 at 0x7557790A5D90>,يَسْتَعْرِض هٰذا التَقْرِيرُ الخَصائِص المُشْتَرَكَة لِبُلْدانِ شَمالِ إِفْرِيقِيا,"{'text': 'شمال إفريقيا يستغرض هذا التقرير الخصائص المشتركة يبلدان', 'time': 0.08796072006225586}","{'text': 'يشتفرض هذا التَفُريرٌ الخصائقص المُشْترَكَة لبلدان شَمالٍ إِفْريقِيا\n', 'time': 0.06729602813720703}",success
221,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1320x139 at 0x7556DCD3BF10>,الخَيْمَةِ وحو نائِم بِكَلِماتِ لا أَفْهَمها مِثْلَ اِنْقَضَّ بِغَلَس لَهُ,"{'text': 'له مثل انقضً بغلس لا الخيمة وحو نائم بكلمات أفهمها', 'time': 0.12995290756225586}","{'text': 'الكَئمَة 5 ًِ عر\nبيفة وحو نائم بكلمات \u200e١\u200f أذ 07 الم اي\n', 'time': 0.10460662841796875}",success
222,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1944x218 at 0x7556DCD3B650>,الجديده، كانَ هُناكَ بِالفِعْلِ تَجْدِيدا داخِلِيّاً هائِلاً فِي,"{'text': 'البديدهء طان مناك بالفل تبديداداخليا هائلافي', 'time': 0.08628511428833008}","{'text': 'البديد طارّ مُناكَ بالفكل تَجَحِيصا كا جِلياً مائلاً في\n', 'time': 0.091583251953125}",success
223,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1366x174 at 0x7556D57CD010>,الهدي، فَأَشارَ إِلَى قائِلاً بِلَهْجَةٍ السؤال: تَرِي ذيك,"{'text': 'ذيك إلى قائلاً بلنجة السؤال : ثًري فأشار لهدي', 'time': 0.1156470775604248}","{'text': 'البدىء؛ فَأَسْارَ إل قَائِلاً بلَهْجَةٍ السؤال: تَرى ذيك\n', 'time': 0.07897329330444336}",success
224,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1380x205 at 0x7556D57CF390>,مِن أَرْجاء العالم، الَّتِي أَصْبَحَت الآنَ مُرْتَبِطَةً عَلَى,"{'text': ' أفبعت الآن ثرتًبقلةً على العام بن  أنجاء التي', 'time': 0.13894963264465332}","{'text': 'س أرهاء العام القَي أضبحت روز مُرْبَاةَ عَلَى\n', 'time': 0.07782697677612305}",success
225,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=831x132 at 0x7556D57CED10>,قِيمَةَ تُفِيد المُؤَرَّخُ فِي تَدْوِينُ هٰذا التاريخ، تَشْرَح,"{'text': 'هذا قيمةً تفيد المؤرةخ في تدوين تشرح التاريخ', 'time': 0.11533594131469727}","{'text': '4١\n\nبرعم ع و1422\nقِيمّة تفيد المُؤْرخ فِي\n\n3 ين هذا التاريخ» تَشرَح\n\nعم\n', 'time': 0.09011697769165039}",success
226,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=821x155 at 0x7556D56318D0>,يَضُرّانِ به. نَسْتَنْتِج إِذا أَنَّ مَصْدَرٌ التِكْنُولُوجِيا هُوَ,"{'text': 'هؤ إذا أنً مضدر التكنولوجيا به . يضران  نىستنتج', 'time': 0.12000608444213867}","{'text': 'يَضْرَانِ به. نَسْتَنِْجِ إذا أنَّ قضدرٌَ اليَكَنُوتُوجِيا هُوٍ\n', 'time': 0.060210466384887695}",success
227,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1474x153 at 0x7556D5630C90>,أَحَرّ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,"{'text': 'أحر عند وصولنا طفنا وسعينا مع شيخ كان جاري في', 'time': 0.07512998580932617}","{'text': '-\nأ\n', 'time': 0.038088083267211914}",success
228,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1460x275 at 0x7556D5632510>,وَالكِتاباتِ المُؤَرِّخَةُ قليله. هٰذا أَمْرٌ يُؤْسِف عليه، إِذ,"{'text': 'ع يؤسف علي إذ والكتابات الؤرخة قليله هذا آفر', 'time': 0.15892505645751953}","{'text': 'والكتابات الْوَتكةُ قليله. هذا أَقر تُؤسيف عليه إذ\n', 'time': 0.08590102195739746}",success
229,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1175x146 at 0x7556D5632C50>,عِنْدَما تَنْحَدِر السُيُولُ إِلَى بِلادِ مَأْرَب عَبْرَ مَضِيقِ,"{'text': 'السيول إلى بلاد مأرب عبر عندما تنحدر مضيق', 'time': 0.11971807479858398}","{'text': 'عِنْدَما تَنْحَدِر السّيُولٌ إلى بلادٍ مَأرب عَبْرَ مَضيق\n', 'time': 0.09047269821166992}",success
230,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1332x140 at 0x755780288B50>,تَفِي بِالشُرُوطِ الاخري، وَتَتَّسِم بِنَفْسِ السِمات الَّتِي تُمَيِّز,"{'text': 'نفس السمات التى _ الاغرى   و ش  لشووط', 'time': 0.10156536102294922}","{'text': 'تق الوط الاغرى؛ وس يقر لمات الق تمر\n', 'time': 0.07302308082580566}",success
231,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=885x105 at 0x7556DCD50B90>,شاهَدَهُ هُوَ بعينه، وَقِسْمُ الأَقالِيم بِحَسَبِ دَرَجاتٍ الطُولَ,"{'text': 'درجات الًاقايم شاهد ه بجحسب هو بعينه ،  الظول', 'time': 0.1295773983001709}","{'text': '8 2 5 4 وم # 7 206 -ه\nشادة ع بعينر, وشم اليم وتحسب ورجات لون\n', 'time': 0.11545538902282715}",success
232,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=912x195 at 0x755785942050>,طُولُها كِيلُو مِتْرٍ تَنْتَهِي بِحَوْض كَبِيرٍ تيفرع مِنهُ,"{'text': 'طاوااهادابا0 ومآءا_٥ء٥ئاءاهآوبل +آوا صرداطلابوا بفو مائه٥', 'time': 0.09823727607727051}","{'text': 'حللاو ألا واد بللا وم /1:ئلا واو لباولا كرد ريما ببق ملانهل\n', 'time': 0.09120726585388184}",success
233,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1236x121 at 0x7557797CE1D0>,أَنَّ إِ أَنَّ العَمَلِ فِي الوَحَداتِ الحُكُومِيَّةِ هُوَ أَفْضَلَ عَمَلٍ,"{'text': 'الومران اعكومتة هو أفضل عتل آن العتلفي أن', 'time': 0.10023689270019531}","{'text': 'أن | أن احمَلٍ في الوَعَرات اللو رءَةَ هو أَوْعْلَ عمل\n\nإٍ\n', 'time': 0.10478091239929199}",success
234,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1334x153 at 0x7557800E7210>,وقال بنفس السياق انه كلما ابتعدنا عن عواصف,"{'text': 'عوا صف بتطدنا وقال بدفس السياق ١نه كلحا عن', 'time': 0.10342097282409668}","{'text': 'و قال بسفس السياى انه كلىئ| \u200e١\u200f بتطدنا عن عورامضف\n', 'time': 0.08289408683776855}",success
235,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x133 at 0x755779180890>,يَجْذِب القُرّاءِ هُوَ الهالَةَ الَّتِي أَحْدَثَتْها اعماله، إِضافَةً,"{'text': 'أخدثتها اعماله. يجذب القراء هؤ الهالةً إضافةًا التي', 'time': 0.10726499557495117}","{'text': 'يَخْذْب القّرَاءٍ هو الهالة التي أَحْدَنَتّها اعماله. إضافة\n', 'time': 0.07163166999816895}",success
236,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1129x126 at 0x7556DCD32AD0>,الامطار. كَما تَقُوم هٰذِهِ المُسَطَّحات المائِيَّةِ بِتَحْرِيرِ وَإِشْعاع,"{'text': 'الامطار كماثقوم هده المسطلحات المائيةة بتذريروإشداع', 'time': 0.05089926719665527}","{'text': 'الامطار َلمائَقُوم هذل المُسَكَلحات الماَيّة ببَْرِيرِوَإشْسا\n', 'time': 0.06733393669128418}",success
237,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=871x131 at 0x7557859538D0>,وَلٰكِن جامِعاتِ بِكِين إِمّا أَلْغَت أَو قَلَلْتَ خُطَطِ,"{'text': 'ولحن بامدات بحين إماألنت أوقللت نططط', 'time': 0.05002427101135254}","{'text': 'لجن بايداتٍ بطينإِما لفك أمَلَلْتَ مُططٍ\n', 'time': 0.05995988845825195}",success
238,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1371x335 at 0x7557791AFC10>,وَلا سِيَّما فِي مناصق الحَرّار,"{'text': 'مناصق المرار ولا لليما في', 'time': 0.1153256893157959}","{'text': 'ولا سِيّما في مناصق الحَرّار\n', 'time': 0.10000753402709961}",success
239,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2628x139 at 0x75577918B110>,"وَأَرْخَت كِتابَةِ ""حران"" اليُونانِيَّةِ وَأَرَحْتَ كِتابَةِ ""حران"" اليُونانِيَّةِ بِسَنَةٍ أَرْبَع مِئَةِ وَثَلاثُ","{'text': '9ثاث أ;خت كتابه دان ابوناته وأرذت كتابه دان ابوناته بسنً أبج 0ئ0', 'time': 0.157501220703125}","{'text': ""جأزكت كتايح حران' انونائتج جأرتت كتابج تان ابونائيت يدمتح أزب9 كح ازيف\n"", 'time': 0.1425185203552246}",success
240,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=706x125 at 0x7557803EC750>,عَثَرَت عَلَيهِ البِعْثَةُ صُور نَحَتَت عَلَى أَحْجار تُمَثِّل,"{'text': '_ تمثل نحتت على عثرت عليه البعثة أخجار شور', 'time': 0.09724187850952148}","{'text': 'عَتَرَت عَلَيْهِ | ب لبغنَةٌ ضور نحَتّت عَلى أخجار ده تَمَذَإ\n', 'time': 0.062447547912597656}",success
241,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1315x114 at 0x7557790DFD50>,النقدي، وَبَطالَة حامِلِي الشهادات، وَضُعْفِ التَكْوِيناتِ الأَساسِيَّةِ (القراءه،,"{'text': 'النقدي وبطالة حاملي الشوادات وضغف التحوينات الأساسية ) القراءه', 'time': 0.052576303482055664}","{'text': 'النقدي, وَبَطالّة حاهلي الشهادات, وَضْعْفِ التَكُْويناتِ الأساسِيّة (القراءه,\n', 'time': 0.08008980751037598}",success
242,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1250x168 at 0x7557859D6C50>,أَنَّ الخَزَف وَالحَجّارَةِ يَحْسُوانِ أَلِدهنَّ حَسُّوا قال: جَعَلَت,"{'text': 'النزف واحجاره غنسوان ألدهنً حسشواقال : بعلت', 'time': 0.09123730659484863}","{'text': 'أن ترف وَالبَجرَة تَنْسُوانٍ ألحونٌ حسُواقال: جلت\n', 'time': 0.06899023056030273}",success
243,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1169x174 at 0x7557859C44D0>,العامِّ لِحِمايَةِ الاِسْتِقْرارِ الاِجْتِماعِيِّ وَمِن المُتَوَقَّعِ الآنَ أَنَّ,"{'text': 'الآن أنً العاثم طمابة الاستفرار الا جتماعي ومن  الثًوقًنع', 'time': 0.10777664184570312}","{'text': 'العام راية الوسيَقرارِ اياي ومس الْنَوَفَع الآت أَنَ\n', 'time': 0.0760643482208252}",success
244,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=487x111 at 0x755779031E10>,"مَحَطَّ أَنْظارِ الاخرين""..","{'text': 'محط _ أنظار الاخرين', 'time': 0.07152700424194336}","{'text': 'مَحَط أُنظار الاخرين""..\n', 'time': 0.04485917091369629}",success
245,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1185x158 at 0x7556D949B8D0>,وَيُظْهَر أَنَّهُ وَغَيْره قَد تَوَصَّلُوا إِلَى هٰذا الرَأْيِ,"{'text': 'ويظمر أنهً وغيره قد توضلوا إلى هذا الرآي', 'time': 0.061277151107788086}","{'text': 'تت و\n|\n\nوَيُظيَّر أنّهُ وَغيْره قد تَوَضَلوا إلى هذا الرّأي\n', 'time': 0.07835817337036133}",success
246,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1196x169 at 0x7556D9499D90>,مِن جانِبِ آخَرِ يَلْعَب المَكانِ وَكَيْفِيَّةِ سقرط الأَشِعَّة,"{'text': 'وكيفيةة سقرط الأشقة من جانب آخر يلقب الكان', 'time': 0.09931230545043945}","{'text': 'من جانِب آحَرِ يلب الكانٍ وَكَنفِيّةِ سقرط الأَشِكّة\n', 'time': 0.07274866104125977}",success
247,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=391x111 at 0x7556D9499B90>,مِئَوِيَّةِ تَحْتَ الصِفْرِ,"{'text': 'مئوية تخت الصفر', 'time': 0.04896879196166992}","{'text': ' ', 'time': 0.04258108139038086}",success
248,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=878x104 at 0x7556D949A0D0>,اِخْتِزالها فِي العَمَلِ الدِبلُوماسِيُّ الرَسْمِيِّ فَحَسْب ؛ ذٰلِكَ,"{'text': 'اختزالها في الغمل الدبلوماسي الرسمي فحسب ; ذلك', 'time': 0.045844316482543945}","{'text': 'اخْتَزالها في العَمَل الدِبِلُوماسِيٌّ الَشْمِيٌ فَحَسْب ؛ ذُلِكَ\n', 'time': 0.06671476364135742}",success
249,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=718x144 at 0x7556D949A7D0>,أَهَمَّ المُشْكِلاتِ فِي هٰذِهِ الإِمارَة,"{'text': 'هذه الإمارة أهم الفشكلات في', 'time': 0.07003045082092285}","{'text': ' ', 'time': 0.05778789520263672}",success
250,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1195x170 at 0x7556D9499950>,فَهِيَ طاقات شَمْسِيَّة مختزنه أَنْتَجَتْها خِلالَ ملاين السِنِينَ,"{'text': 'ملاين فرنه طاقان في قرتة أنتجنها فلال السنين', 'time': 0.15686655044555664}","{'text': 'ثزييّة تزه اجر الالَ مالزين السِنِو\n', 'time': 0.07460379600524902}",success
251,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1049x112 at 0x7556D949B810>,أَطْلَقَت عَلَى العَرَبِ لِما اِشْتَهَرَ عَنهُم صَحْراوِيُّونَ,"{'text': 'صحراويون على العرب ٧ أطلقت  اشتهر عنم', 'time': 0.1033473014831543}","{'text': ' ', 'time': 0.03309512138366699}",success
252,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1152x150 at 0x7556DCD85110>,تَحَرُّكاتِ ارضه، حَتَّى جَعَلَتْها عَلَى الشَكْلِ الَّذِي نَراه,"{'text': 'نراه تخثحات ا رضهء ختى جغلثوا على الشحل الذي', 'time': 0.08604836463928223}","{'text': 'تَحخَركاتٍ ارضه, خأى حَعَلنْها على الشَّْل الّذِى تراه\n', 'time': 0.08411335945129395}",success
253,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1337x182 at 0x755779230790>,ديليشيس يُعْتَبَر كَبِيراً نسبيا،حيث إِن النُمُوِّ القُوَى لَأَشْجار,"{'text': 'ديليلثيس رعتبر كبيراً ندبيا حيث إن النمو القوى لأًثدجار', 'time': 0.0715792179107666}","{'text': 'ديليشيس يَعْنَبَر كُبيراً نسبيااحيث إن النْمُو القَوَى تأشجار\n', 'time': 0.08042311668395996}",success
254,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x124 at 0x7556D94667D0>,أَنَّ أَقْسَمَها إِلَى قسمين: نُقُوشٍ وَكِتاباتٍ غَيْرِ عَرَبِيّه,"{'text': ' عربي آجتا بات أن أقسمها إتى قسمين : نقوش غير', 'time': 0.12349438667297363}","{'text': 'مقسمين\n', 'time': 0.042971134185791016}",success
255,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=877x158 at 0x7556D9517A90>,إِلَى جانِبِ الشِعْرِ فَمِن أَسْرار بَقائِها تَغَلْغُلِها فِي,"{'text': 'بقائها تغلغلها إلى جانب الشغر فمن أسرار في', 'time': 0.0994558334350586}","{'text': 'إلى جانب الشغر فَمِن أشرار بَقائْها تَمَلْغْلِها في\n', 'time': 0.06477046012878418}",success
256,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1355x143 at 0x7556D95148D0>,الإِنْشاءات أَحَدُ أَسْرار نَجاحِ المعهد. أَكَّدَ د.علي الزَيّات,"{'text': 'نجاح المعهد. أكد دعلي الزيات الانشاءات أحد ٤ أسرار', 'time': 0.10046625137329102}","{'text': '-\nحَدٌ أ\n\nحَدُ أشرار نَجاح المعهد. أَكّدَ د.علي الرَّيّات\n', 'time': 0.08613920211791992}",success
257,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1088x180 at 0x7556D95178D0>,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,"{'text': 'الذي فل  الأًفبار فقًه تأنت لون ن الشثر', 'time': 0.08807516098022461}","{'text': ' ', 'time': 0.04445338249206543}",success
