dataset,image,ground_truth,easyocr,tesseract,status,easyocr_text,easyocr_time,easyocr_text_no_diacritics,tesseract_text,tesseract_time,tesseract_text_no_diacritics,ground_truth_no_diacritics
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1035x141 at 0x7556DCC479D0>,"فَإِنَّ ""العيش معا""، كَمَبْدَأ مُمَيَّزٍ اِسْتَطاعَ أَنَّ يَنْبَثِق","{'text': 'استطاع أن ينبثق كمبدأ العيش معا فإن ٤ ممتز', 'time': 0.1345844268798828}","{'text': 'فا سَِ نّ ""العي معان 2 مَبَدَأ ُ\n\n0-4\n', 'time': 0.09296584129333496}",success,استطاع أن ينبثق كمبدأ العيش معا فإن ٤ ممتز,0.1345844268798828,استطاع أن ينبثق كمبدأ العيش معا فإن ٤ ممتز,"فا سَِ نّ ""العي معان 2 مَبَدَأ ُ 0-4",0.09296584129333496,"فا س ن ""العي معان 2 مبدأ  0-4","فإن ""العيش معا""، كمبدأ مميز استطاع أن ينبثق"
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1039x120 at 0x7556DCC47F50>,دَقِيقَةً عَن أَنْواعِ الحَيَواناتِ الَّتِي عاشَت فِي جَزِيرَةِ,"{'text': 'وقتقةً عن أنواع الحيوانات التو عاشتفخ جزرة', 'time': 0.07262539863586426}","{'text': 'فيد َرى الوارع احوانات التق ءاشت ( جَزسَة\n', 'time': 0.06618309020996094}",success,وقتقةً عن أنواع الحيوانات التو عاشتفخ جزرة,0.07262539863586426,وقتقة عن أنواع الحيوانات التو عاشتفخ جزرة,فيد َرى الوارع احوانات التق ءاشت ( جَزسَة,0.06618309020996094,فيد رى الوارع احوانات التق ءاشت ( جزسة,دقيقة عن أنواع الحيوانات التي عاشت في جزيرة
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1371x120 at 0x7556DCC98550>,"""طيء"" وَلِكَلِمَة ""تازي"" فِي الفارِسِيَّة مَعْنَى ""صحراوي""، مِن","{'text': 'من \'طيء "" ولكلمة "" تازي "" في الفارسية مغنى صحراوي', 'time': 0.09032487869262695}","{'text': '""طيء” وَلِكَلِمَة ""تازي” في الفارب لسيّة مج مغن ة ""صحراوي"". من\n', 'time': 0.09420657157897949}",success,"من 'طيء "" ولكلمة "" تازي "" في الفارسية مغنى صحراوي",0.09032487869262695,"من 'طيء "" ولكلمة "" تازي "" في الفارسية مغنى صحراوي","""طيء” وَلِكَلِمَة ""تازي” في الفارب لسيّة مج مغن ة ""صحراوي"". من",0.09420657157897949,"""طيء” ولكلمة ""تازي” في الفارب لسية مج مغن ة ""صحراوي"". من","""طيء"" ولكلمة ""تازي"" في الفارسية معنى ""صحراوي""، من"
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x102 at 0x7556DCC98B10>,مِن يَعْتَمِدُونَ عَلَى غيرهم، وَكانَت هَيْئاتِ تَعْمَل صَراحَةً,"{'text': 'تفمًل صرامةً ن يفتمدون على غيرهم وكانت هيئات', 'time': 0.09090447425842285}","{'text': 'من يَعْنَمِدُونَ عَلَى غيرهم. وكانت هَيْئاتِ تَغْمَل صراحة\n', 'time': 0.08856749534606934}",success,تفمًل صرامةً ن يفتمدون على غيرهم وكانت هيئات,0.09090447425842285,تفمل صرامة ن يفتمدون على غيرهم وكانت هيئات,من يَعْنَمِدُونَ عَلَى غيرهم. وكانت هَيْئاتِ تَغْمَل صراحة,0.08856749534606934,من يعنمدون على غيرهم. وكانت هيئات تغمل صراحة,من يعتمدون على غيرهم، وكانت هيئات تعمل صراحة
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1467x131 at 0x7556DCC990D0>,تَدْرِيسِ اللُغَةِ الصِينِيَّةِ وَإِعْدادِ مُدَرِّسَيَّ الصِينِيَّةِ مِن المِصْرِيِّينَ,"{'text': 'الصينية وإعداد مدرسيً الصينية من المضريين اللفة تدريس', 'time': 0.09104728698730469}","{'text': 'تريس اللّغة الصِينِيّة وَإِعْدادٍ مُدَرْسَيّ الصِينِيّة من المضرِيَّينَ\n', 'time': 0.08710026741027832}",success,الصينية وإعداد مدرسيً الصينية من المضريين اللفة تدريس,0.09104728698730469,الصينية وإعداد مدرسي الصينية من المضريين اللفة تدريس,تريس اللّغة الصِينِيّة وَإِعْدادٍ مُدَرْسَيّ الصِينِيّة من المضرِيَّينَ,0.08710026741027832,تريس اللغة الصينية وإعداد مدرسي الصينية من المضريين,تدريس اللغة الصينية وإعداد مدرسي الصينية من المصريين
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1207x167 at 0x7556DCC99690>,"الجماعي, وَمِن لا يَمْلِك زَرْعاً يَسْتَطِيع فِي هٰذا","{'text': 'الجماعي , ومن لايميك ززعاً يستطيع في هذا', 'time': 0.06004667282104492}","{'text': 'الجماعي, وَمِن لا يَمْلِكَ رَرْعاً تَسْتَطِيع فِي هذا\n', 'time': 0.07320237159729004}",success,"الجماعي , ومن لايميك ززعاً يستطيع في هذا",0.06004667282104492,"الجماعي , ومن لايميك ززعا يستطيع في هذا","الجماعي, وَمِن لا يَمْلِكَ رَرْعاً تَسْتَطِيع فِي هذا",0.07320237159729004,"الجماعي, ومن لا يملك ررعا تستطيع في هذا","الجماعي, ومن لا يملك زرعا يستطيع في هذا"
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=698x114 at 0x7556DCC99C50>,اخري، وَهٰكَذا تَنَوَّعَت التسميات.,"{'text': 'ل لتا . اخري وهحذا ثنو""عت التسميا', 'time': 0.07266664505004883}","{'text': 'اخري. وهكذا تَنُو""عت التسميات.\n', 'time': 0.077362060546875}",success,"ل لتا . اخري وهحذا ثنو""عت التسميا",0.07266664505004883,"ل لتا . اخري وهحذا ثنو""عت التسميا","اخري. وهكذا تَنُو""عت التسميات.",0.077362060546875,"اخري. وهكذا تنو""عت التسميات.",اخري، وهكذا تنوعت التسميات.
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x110 at 0x7556DCC9A210>,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,"{'text': 'ونتيجة يكون هذا الغاز لا يشتعل ولايساعد', 'time': 0.045401811599731445}","{'text': 'وَتَئِيحَة لِكَؤن هذا الغاز لا يَشْتَعِل ولا يُساعد\n', 'time': 0.06791925430297852}",success,ونتيجة يكون هذا الغاز لا يشتعل ولايساعد,0.045401811599731445,ونتيجة يكون هذا الغاز لا يشتعل ولايساعد,وَتَئِيحَة لِكَؤن هذا الغاز لا يَشْتَعِل ولا يُساعد,0.06791925430297852,وتئيحة لكؤن هذا الغاز لا يشتعل ولا يساعد,ونتيجة لكون هذا الغاز لا يشتعل ولا يساعد
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=668x110 at 0x7556DCC9A7D0>,المُخْتَلِفَةِ ( غازِ أَو سائِل أَو صُلْبِ ),"{'text': 'الفذتلفة ) غاز أو سائل أو صلب (', 'time': 0.040778160095214844}","{'text': 'المُخْتَلِفَةِ (غاز أو سائل أو صُلْب )\n', 'time': 0.05246257781982422}",success,الفذتلفة ) غاز أو سائل أو صلب (,0.040778160095214844,الفذتلفة ) غاز أو سائل أو صلب (,المُخْتَلِفَةِ (غاز أو سائل أو صُلْب ),0.05246257781982422,المختلفة (غاز أو سائل أو صلب ),المختلفة ( غاز أو سائل أو صلب )
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1165x163 at 0x7556DCC9AD90>,شيئا. لا يَخْتَلِف حالِ تَشَه عَن مُعْظَمَ الخِرِّيجِينَ,"{'text': 'الحر يجين شيئا  لا يختلف حال تشه عن معظم', 'time': 0.08972406387329102}","{'text': '03 و - وى لد مه 5 -\n- - 0\n', 'time': 0.09833574295043945}",success,الحر يجين شيئا لا يختلف حال تشه عن معظم,0.08972406387329102,الحر يجين شيئا لا يختلف حال تشه عن معظم,03 و - وى لد مه 5 - - - 0,0.09833574295043945,03 و - وى لد مه 5 - - - 0,شيئا. لا يختلف حال تشه عن معظم الخريجين
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1109x133 at 0x7556DCC9B350>,مادِّيّاً وَفِكْرِيّا وَثَقافِيّاً وَلٰكِن هَل الحَضارَةِ الوَسَطِ تَتَصارَع,"{'text': 'الوسط نتصارع وفكريا وثقافياً ولكن هًل ماد يا  الحضارة', 'time': 0.11128664016723633}","{'text': 'ساسع م رهاس م س2 م١\u200f رام ممصن سه ام\nماديا وكيا وثقافا ولكن هل الحضارة الوسط نتصارع\n', 'time': 0.13163495063781738}",success,الوسط نتصارع وفكريا وثقافياً ولكن هًل ماد يا الحضارة,0.11128664016723633,الوسط نتصارع وفكريا وثقافيا ولكن هل ماد يا الحضارة,ساسع م رهاس م س2 م١‏ رام ممصن سه ام ماديا وكيا وثقافا ولكن هل الحضارة الوسط نتصارع,0.13163495063781738,ساسع م رهاس م س2 م١‏ رام ممصن سه ام ماديا وكيا وثقافا ولكن هل الحضارة الوسط نتصارع,ماديا وفكريا وثقافيا ولكن هل الحضارة الوسط تتصارع
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1046x141 at 0x7556DCC9B910>,دَهْر رِجالاً وَلِكُلِّ مَقامِ مَقالٍ . وَقَد أَحْيا بِالسَمّ,"{'text': 'ولكل مقام مقال . وقد أخيا بالسم دفر - رجالاً', 'time': 0.08253693580627441}","{'text': 'رجالا وَلِكُل مَقَامٍ مَقالٍ . وقد أَخيا بِالسَمَ\n', 'time': 0.08743643760681152}",success,ولكل مقام مقال . وقد أخيا بالسم دفر - رجالاً,0.08253693580627441,ولكل مقام مقال . وقد أخيا بالسم دفر - رجالا,رجالا وَلِكُل مَقَامٍ مَقالٍ . وقد أَخيا بِالسَمَ,0.08743643760681152,رجالا ولكل مقام مقال . وقد أخيا بالسم,دهر رجالا ولكل مقام مقال . وقد أحيا بالسم
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1190x122 at 0x7556DCC9BED0>,تَعْلِيمِ الجماعات. لِأَنَّ أَبْناءِ الإِشْراف قَلَماً كانُوا يُرْسَلُونَ,"{'text': 'الإشراف قتماً كانوا يزسلون  الجماعات . يأن ~ أبنا  تفليم', 'time': 0.12295055389404297}","{'text': 'تفْليم الجماعات. لأن "" أَبِناءِ الإشراف قلماً كانُوا يُرْسَلُونَ\n', 'time': 0.09136486053466797}",success,الإشراف قتماً كانوا يزسلون الجماعات . يأن ~ أبنا تفليم,0.12295055389404297,الإشراف قتما كانوا يزسلون الجماعات . يأن ~ أبنا تفليم,"تفْليم الجماعات. لأن "" أَبِناءِ الإشراف قلماً كانُوا يُرْسَلُونَ",0.09136486053466797,"تفليم الجماعات. لأن "" أبناء الإشراف قلما كانوا يرسلون",تعليم الجماعات. لأن أبناء الإشراف قلما كانوا يرسلون
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1203x143 at 0x7556DCC88510>,السِياسِيَّة الكَبِيرَةِ ( المَمالِك والامبراطوريات) الَّتِي ظَهَرَت مَعَها,"{'text': 'السياسيًة الكبيرة ) الممالك والامبراطوريات التي ظهرت معها', 'time': 0.057436466217041016}","{'text': 'السِياسيّة الكَبِيرَةٍ ( المَمالِك والامبراطوريات) الْتِي ظَهرَت مَعَها\n', 'time': 0.07315993309020996}",success,السياسيًة الكبيرة ) الممالك والامبراطوريات التي ظهرت معها,0.057436466217041016,السياسية الكبيرة ) الممالك والامبراطوريات التي ظهرت معها,السِياسيّة الكَبِيرَةٍ ( المَمالِك والامبراطوريات) الْتِي ظَهرَت مَعَها,0.07315993309020996,السياسية الكبيرة ( الممالك والامبراطوريات) التي ظهرت معها,السياسية الكبيرة ( الممالك والامبراطوريات) التي ظهرت معها
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1314x174 at 0x7556DCC88AD0>,بَل كانَ الدافِعُ لَهُ رَغْبَةِ القُرّاءِ الشَغُوفَة فِي,"{'text': 'بل كان الدافع له رغبة القراء الشغوفة في', 'time': 0.07693982124328613}","{'text': 'تل كَانَ الدافعٌ لَهُ رَغْبَةِ الفَُرَاءٍ السَغُوفَة في\n', 'time': 0.10292410850524902}",success,بل كان الدافع له رغبة القراء الشغوفة في,0.07693982124328613,بل كان الدافع له رغبة القراء الشغوفة في,تل كَانَ الدافعٌ لَهُ رَغْبَةِ الفَُرَاءٍ السَغُوفَة في,0.10292410850524902,تل كان الدافع له رغبة الفراء السغوفة في,بل كان الدافع له رغبة القراء الشغوفة في
ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=949x99 at 0x7556DCC89090>,آخَرِ تَتَغَذَّى الكائِنات الحَيَّةِ الحَيَوانِيَّةِ عَلَى النَباتات وَتَسْتَفِيد,"{'text': 'الكائنات الحية الحيوانية على النباتات وتستفيد  تتفذى آخر', 'time': 0.08413934707641602}","{'text': 'خَرِ تَتَعَذّى الكاثنات الحَيّة الحيّوانيّةِ عَل التباتات وَتَسْتَفِيد\n', 'time': 0.09723401069641113}",success,الكائنات الحية الحيوانية على النباتات وتستفيد تتفذى آخر,0.08413934707641602,الكائنات الحية الحيوانية على النباتات وتستفيد تتفذى آخر,خَرِ تَتَعَذّى الكاثنات الحَيّة الحيّوانيّةِ عَل التباتات وَتَسْتَفِيد,0.09723401069641113,خر تتعذى الكاثنات الحية الحيوانية عل التباتات وتستفيد,آخر تتغذى الكائنات الحية الحيوانية على النباتات وتستفيد
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1464x77 at 0x7556DCD391D0>,فلان ثم فلان يسميهم أبو رجاء فنسي عوف ثم عمر بن الخطاب الرابع وكان النبي صلى الله عليه,"{'text': 'صلى الله غليه النطاب الرابع وحان رجاء فنسبى غوف ثه عمر نان ثه نان يسميهم ا ربل النبب', 'time': 0.17402148246765137}","{'text': 'فلآن ثه فلان يسميعه أيو رجاء فنسي عونت ثو عفر بن الخطابيه الرايع وحان التنيي حلي الله علية\n', 'time': 0.09511446952819824}",success,صلى الله غليه النطاب الرابع وحان رجاء فنسبى غوف ثه عمر نان ثه نان يسميهم ا ربل النبب,0.17402148246765137,صلى الله غليه النطاب الرابع وحان رجاء فنسبى غوف ثه عمر نان ثه نان يسميهم ا ربل النبب,فلآن ثه فلان يسميعه أيو رجاء فنسي عونت ثو عفر بن الخطابيه الرايع وحان التنيي حلي الله علية,0.09511446952819824,فلآن ثه فلان يسميعه أيو رجاء فنسي عونت ثو عفر بن الخطابيه الرايع وحان التنيي حلي الله علية,فلان ثم فلان يسميهم أبو رجاء فنسي عوف ثم عمر بن الخطاب الرابع وكان النبي صلى الله عليه
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1187x75 at 0x7556DCD27290>,معي صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب,"{'text': 'صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب', 'time': 0.08995580673217773}","{'text': 'معي صبرا قال لا تؤاحذى بما نسيت فكانت الأولى من موسى نسيانا فانطلا فإذا غلام يلعب\n', 'time': 0.0861201286315918}",success,صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب,0.08995580673217773,صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب,معي صبرا قال لا تؤاحذى بما نسيت فكانت الأولى من موسى نسيانا فانطلا فإذا غلام يلعب,0.0861201286315918,معي صبرا قال لا تؤاحذى بما نسيت فكانت الأولى من موسى نسيانا فانطلا فإذا غلام يلعب,معي صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1985x60 at 0x7557792544D0>,في الاثنتين ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده,"{'text': 'كل ركعة حتى يفرغ من الصلاة ثه يقول حين ينصرف والذي نفسى بيده ويفعل ذلك فى الاثنتين في', 'time': 0.15846943855285645}","{'text': 'فى الاتنتين ويفعل ذلك فى كل ركعة حتى يفرغ من الصلاة تم يقول حين ينصرف والذي نفسى بيده\n', 'time': 0.13288283348083496}",success,كل ركعة حتى يفرغ من الصلاة ثه يقول حين ينصرف والذي نفسى بيده ويفعل ذلك فى الاثنتين في,0.15846943855285645,كل ركعة حتى يفرغ من الصلاة ثه يقول حين ينصرف والذي نفسى بيده ويفعل ذلك فى الاثنتين في,فى الاتنتين ويفعل ذلك فى كل ركعة حتى يفرغ من الصلاة تم يقول حين ينصرف والذي نفسى بيده,0.13288283348083496,فى الاتنتين ويفعل ذلك فى كل ركعة حتى يفرغ من الصلاة تم يقول حين ينصرف والذي نفسى بيده,في الاثنتين ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1242x105 at 0x75577970ED50>,صلى الله عليه وسلم خرج حين زاغت الشمس فصلى الظهر فقام على المنبر فذكر الساعة فذكر أن,"{'text': '_فذكر الساعة فذكران  فصلى الظهر فقام على الله عليه وسلم خرج حين زاغت المنبر الشمس', 'time': 0.13511228561401367}","{'text': 'صلى الله عليه وسلم خريج حين زاغت الشمس فصلى الظهر فقام على المتبر فذكر الساعة فذكر أن\n', 'time': 0.0816946029663086}",success,_فذكر الساعة فذكران فصلى الظهر فقام على الله عليه وسلم خرج حين زاغت المنبر الشمس,0.13511228561401367,_فذكر الساعة فذكران فصلى الظهر فقام على الله عليه وسلم خرج حين زاغت المنبر الشمس,صلى الله عليه وسلم خريج حين زاغت الشمس فصلى الظهر فقام على المتبر فذكر الساعة فذكر أن,0.0816946029663086,صلى الله عليه وسلم خريج حين زاغت الشمس فصلى الظهر فقام على المتبر فذكر الساعة فذكر أن,صلى الله عليه وسلم خرج حين زاغت الشمس فصلى الظهر فقام على المنبر فذكر الساعة فذكر أن
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1552x57 at 0x755779702790>,ليتني فيها جذع ليتني أكون حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم,"{'text': 'حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم ليتني فيها جذع أكون ليتني', 'time': 0.13806867599487305}","{'text': 'ليتني فيها جذع ليتني أكون حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم\n', 'time': 0.10186433792114258}",success,حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم ليتني فيها جذع أكون ليتني,0.13806867599487305,حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم ليتني فيها جذع أكون ليتني,ليتني فيها جذع ليتني أكون حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم,0.10186433792114258,ليتني فيها جذع ليتني أكون حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم,ليتني فيها جذع ليتني أكون حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أو مخرجي هم
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1366x77 at 0x7557859C5950>,وسلم العشاء في آخر حياته فلما سلم قام فقال أرأيتكم ليلتكم هذه فإن رأس مائة سنة منها,"{'text': 'حياته ظما سلم تاء فقال أرأيتكم ليلتكم سذه هإن رأس مائة سنة مزها سلم العشاء فبي آ نر', 'time': 0.11113214492797852}","{'text': 'وسلو العشاء يي آخر حياتة هلها عله قام فقال أر أْيتِكُو ليلتكو هذه فإن رأس هائة سنة هنها\n', 'time': 0.09048581123352051}",success,حياته ظما سلم تاء فقال أرأيتكم ليلتكم سذه هإن رأس مائة سنة مزها سلم العشاء فبي آ نر,0.11113214492797852,حياته ظما سلم تاء فقال أرأيتكم ليلتكم سذه هإن رأس مائة سنة مزها سلم العشاء فبي آ نر,وسلو العشاء يي آخر حياتة هلها عله قام فقال أر أْيتِكُو ليلتكو هذه فإن رأس هائة سنة هنها,0.09048581123352051,وسلو العشاء يي آخر حياتة هلها عله قام فقال أر أيتكو ليلتكو هذه فإن رأس هائة سنة هنها,وسلم العشاء في آخر حياته فلما سلم قام فقال أرأيتكم ليلتكم هذه فإن رأس مائة سنة منها
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1182x77 at 0x7556DCD6AE50>,أمرت عمر فقال مروا أبا بكر يصلي بالناس فقلت لحفصة قولي له إن أبا بكر رجل أسيف وإنه,"{'text': 'له إن أبا بكر رجل أسيف وإنه فقال مروا أبا بكر يصلى بالناس فقلت لحفصة امرت قولي عمر', 'time': 0.13248491287231445}","{'text': 'أمرت\nدرت سس\nعمر فقال\n\nمروا أبا\n\n1\nفقلت لحفصة\n\n8\nقولي له إن أ بكر\n\nإن آبا\n\nسيف وإنه\n', 'time': 0.10124421119689941}",success,له إن أبا بكر رجل أسيف وإنه فقال مروا أبا بكر يصلى بالناس فقلت لحفصة امرت قولي عمر,0.13248491287231445,له إن أبا بكر رجل أسيف وإنه فقال مروا أبا بكر يصلى بالناس فقلت لحفصة امرت قولي عمر,أمرت درت سس عمر فقال مروا أبا 1 فقلت لحفصة 8 قولي له إن أ بكر إن آبا سيف وإنه,0.10124421119689941,أمرت درت سس عمر فقال مروا أبا 1 فقلت لحفصة 8 قولي له إن أ بكر إن آبا سيف وإنه,أمرت عمر فقال مروا أبا بكر يصلي بالناس فقلت لحفصة قولي له إن أبا بكر رجل أسيف وإنه
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1217x77 at 0x7556F4A9B0D0>,فإذا فعلوا ذلك عصموا مني دماءهم وأموالهم إلا بحق الإسلام وحسابهم على الله,"{'text': 'الله نإذا نعلوا ذلك خصموا مزيى دماءهه وأموالهم إا بحق الإسلام وحسابهم عله', 'time': 0.10144829750061035}","{'text': 'فإطذا فعلوا حذلك عصفوا فزي ذفاءهة وأفوالهه إلا يدق الإسلاة وحسايعه علي اللة\n', 'time': 0.0871572494506836}",success,الله نإذا نعلوا ذلك خصموا مزيى دماءهه وأموالهم إا بحق الإسلام وحسابهم عله,0.10144829750061035,الله نإذا نعلوا ذلك خصموا مزيى دماءهه وأموالهم إا بحق الإسلام وحسابهم عله,فإطذا فعلوا حذلك عصفوا فزي ذفاءهة وأفوالهه إلا يدق الإسلاة وحسايعه علي اللة,0.0871572494506836,فإطذا فعلوا حذلك عصفوا فزي ذفاءهة وأفوالهه إلا يدق الإسلاة وحسايعه علي اللة,فإذا فعلوا ذلك عصموا مني دماءهم وأموالهم إلا بحق الإسلام وحسابهم على الله
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1516x57 at 0x755780257F90>,بت في بيت خالتي ميمونة بنت الحارث زوج النبي صلى الله عليه وسلم وكان النبي صلى الله عليه,"{'text': 'صلى الله عليه صلى الله عليه وسلم وكان ميمونة بنت الحارث زوج في بيت النبي النبي خالتي', 'time': 0.14316558837890625}","{'text': 'بت في بيت خالتي ميمونة بنت الحارث زوج النبي صلى الله عليه وسلم وكان النبي صلى الله عليه\n', 'time': 0.13515329360961914}",success,صلى الله عليه صلى الله عليه وسلم وكان ميمونة بنت الحارث زوج في بيت النبي النبي خالتي,0.14316558837890625,صلى الله عليه صلى الله عليه وسلم وكان ميمونة بنت الحارث زوج في بيت النبي النبي خالتي,بت في بيت خالتي ميمونة بنت الحارث زوج النبي صلى الله عليه وسلم وكان النبي صلى الله عليه,0.13515329360961914,بت في بيت خالتي ميمونة بنت الحارث زوج النبي صلى الله عليه وسلم وكان النبي صلى الله عليه,بت في بيت خالتي ميمونة بنت الحارث زوج النبي صلى الله عليه وسلم وكان النبي صلى الله عليه
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1226x77 at 0x7557801BE250>,على سريره فقال أقم عندي حتى أجعل لك سهما من مالي فأقمت معه شهرين ثم قال إن وفد عبد,"{'text': 'عدد قال إن وفد من مالي فأقمت معه شهرين ك حتى أجعل فقال أقم سرير سهما عندي', 'time': 0.15800690650939941}","{'text': 'على سريره فقال أقم عندي حتى أجعل لك سهما من مالي فأقمت معه شهرين ثم قال إن وفد عبد\n', 'time': 0.09374618530273438}",success,عدد قال إن وفد من مالي فأقمت معه شهرين ك حتى أجعل فقال أقم سرير سهما عندي,0.15800690650939941,عدد قال إن وفد من مالي فأقمت معه شهرين ك حتى أجعل فقال أقم سرير سهما عندي,على سريره فقال أقم عندي حتى أجعل لك سهما من مالي فأقمت معه شهرين ثم قال إن وفد عبد,0.09374618530273438,على سريره فقال أقم عندي حتى أجعل لك سهما من مالي فأقمت معه شهرين ثم قال إن وفد عبد,على سريره فقال أقم عندي حتى أجعل لك سهما من مالي فأقمت معه شهرين ثم قال إن وفد عبد
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=2002x60 at 0x7557792462D0>,وجهه ويديه وغسل رأسه ثم صب على جسده ثم تنحى فغسل قدميه فناولته خرقة فقال بيده هكذا,"{'text': 'فقال بيده هكذ جسده ثه تنحى فغسل قدميه فناولته ثه صب وجمه ويديه وغسل رأسه خرقة على', 'time': 0.14276909828186035}","{'text': 'وحهه ويديه وغسل رأسه ثم صب على جسده ثم تنحى فغفسل قدميه فناولته خرقة فقال بيده هكذا\n', 'time': 0.15078473091125488}",success,فقال بيده هكذ جسده ثه تنحى فغسل قدميه فناولته ثه صب وجمه ويديه وغسل رأسه خرقة على,0.14276909828186035,فقال بيده هكذ جسده ثه تنحى فغسل قدميه فناولته ثه صب وجمه ويديه وغسل رأسه خرقة على,وحهه ويديه وغسل رأسه ثم صب على جسده ثم تنحى فغفسل قدميه فناولته خرقة فقال بيده هكذا,0.15078473091125488,وحهه ويديه وغسل رأسه ثم صب على جسده ثم تنحى فغفسل قدميه فناولته خرقة فقال بيده هكذا,وجهه ويديه وغسل رأسه ثم صب على جسده ثم تنحى فغسل قدميه فناولته خرقة فقال بيده هكذا
ahmedheakl/arocrbench_patsocr,<PIL.Image.Image image mode=RGB size=1457x57 at 0x75577924E610>,الكتاب آمن بنبيه وآمن بمحمد صلى الله عليه وسلم والعبد المملوك إذا أدى حق الله وحق مواليه,"{'text': 'حق الله وحق مواليه بنبيه وآمن بمحمد صلى الله عليه وسلم والعبد المملوك إذا الكتاب أدى آمن', 'time': 0.12416696548461914}","{'text': ' ', 'time': 0.053965091705322266}",success,حق الله وحق مواليه بنبيه وآمن بمحمد صلى الله عليه وسلم والعبد المملوك إذا الكتاب أدى آمن,0.12416696548461914,حق الله وحق مواليه بنبيه وآمن بمحمد صلى الله عليه وسلم والعبد المملوك إذا الكتاب أدى آمن,,0.053965091705322266,,الكتاب آمن بنبيه وآمن بمحمد صلى الله عليه وسلم والعبد المملوك إذا أدى حق الله وحق مواليه
