,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
50,<PIL.Image.Image image mode=RGB size=1555x77 at 0x7FA1FA268190>,"في الاثنتين ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده
","في الاثنتين ويؤعل حذلك يي كَل ركعة حتى يفرعم من الصلاة ثه يقول حين ينصرت والطذي نقسي بيده
",ويفعل ذلك فى حل رحعة حتى يفرخ من الصلاة ثه يقول حين ينصرف والذيى الاثنتين نفسج بيده,"في الاثنتين ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده
","في الاثنتين ويؤعل حذلك يي كل ركعة حتى يفرعم من الصلاة ثه يقول حين ينصرت والطذي نقسي بيده
",ويفعل ذلك فى حل رحعة حتى يفرخ من الصلاة ثه يقول حين ينصرف والذيى الاثنتين نفسج بيده
51,<PIL.Image.Image image mode=RGB size=1281x103 at 0x7FA1F91A8690>,"دمت في مقامي هذا فأكثر الناس في البكاء وأكثر أن يقول سلوني فقام عبد الله بن حذافة
","دمت في مقامى هذا أكس الناس في البكاء وك أن يتول سلوني فتا م عبد الله ين حلذافة
","عبد اللدا بن حدافتر فقا , في البكاء وأكثر أن يقول سلوني , دمت في مقامي هذا فاكثر الناس","دمت في مقامي هذا فأكثر الناس في البكاء وأكثر أن يقول سلوني فقام عبد الله بن حذافة
","دمت في مقامى هذا أكس الناس في البكاء وك أن يتول سلوني فتا م عبد الله ين حلذافة
","عبد اللدا بن حدافتر فقا , في البكاء وأكثر أن يقول سلوني , دمت في مقامي هذا فاكثر الناس"
52,<PIL.Image.Image image mode=RGB size=1155x105 at 0x7FA1F91A0B10>,"على السرير فتكون لي الحاجة فأكره أن أستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
","على السرير ضكون لي الحاجة فأكره أن أُستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
",عن إبراهيم عن انسلالا وعن _ الحاجة فأكره أن أستقبله الأعمش _ فأنسل فتكون السرير,"على السرير فتكون لي الحاجة فأكره أن أستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
","على السرير ضكون لي الحاجة فأكره أن أستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
",عن إبراهيم عن انسلالا وعن _ الحاجة فأكره أن أستقبله الأعمش _ فأنسل فتكون السرير
53,<PIL.Image.Image image mode=RGB size=1287x103 at 0x7FA1F91ADB10>,"وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
","وهاكت البهائ ادع الله أ نيستينا فال الله رإستنا مرقين أي راتما نرى في السماء قزعة
",ما ذرى في السماء قزعتر فتال اللهمراستنا مرتيف وأيمرالداه وهلكت البهائر فادع الدد أن  يستينا,"وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
","وهاكت البهائ ادع الله أ نيستينا فال الله رإستنا مرقين أي راتما نرى في السماء قزعة
",ما ذرى في السماء قزعتر فتال اللهمراستنا مرتيف وأيمرالداه وهلكت البهائر فادع الدد أن  يستينا
54,<PIL.Image.Image image mode=RGB size=1146x77 at 0x7FA1F91A1010>,"شعبة عن عبد الملك بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
","شعبة عن اللك بهذا عه م ال م رخندة
عق اعجد بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
",وقال الحسن الجد بن مخيمرة عن وراد عن شعبة عن عبد الملك بهذا عن الحكم القاسم بهذا,"شعبة عن عبد الملك بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
","شعبة عن اللك بهذا عه م ال م رخندة
عق اعجد بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
",وقال الحسن الجد بن مخيمرة عن وراد عن شعبة عن عبد الملك بهذا عن الحكم القاسم بهذا
55,<PIL.Image.Image image mode=RGB size=928x77 at 0x7FA1F91ADB50>,"الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
","الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
",يغذو جرحه دما فمات فيها سعد فاذا الخيمة ما هذا الذي يأتينا من قبلكم,"الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
","الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
",يغذو جرحه دما فمات فيها سعد فاذا الخيمة ما هذا الذي يأتينا من قبلكم
56,<PIL.Image.Image image mode=RGB size=1190x75 at 0x7FA1F91AE750>,"فأجلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
","فأحلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
",فبال على ثوبه فدعا بماء فنضحه ولم رسول الله صلى الله عليه وسلم في حجر فأجلسه يغسله,"فأجلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
","فأحلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
",فبال على ثوبه فدعا بماء فنضحه ولم رسول الله صلى الله عليه وسلم في حجر فأجلسه يغسله
57,<PIL.Image.Image image mode=RGB size=1111x105 at 0x7FA1F91AE1D0>,"بني إسرائيل فسئل أي الناس أعلم فقال أنا أعلم فعتب الله عليه إذ لم يرد العلم إليه فأوحى
","ني إسرائيل فسسّل أي الناس أعلم فال أنا أعلم فعتب الله عليه إذلم برد العلم إليه فأوحى
",فعمب الله عليه إذ لم يرد العلم إليه فاوحى فقال انا إسرائيل فسئل اي أعلم أعلم الناس,"بني إسرائيل فسئل أي الناس أعلم فقال أنا أعلم فعتب الله عليه إذ لم يرد العلم إليه فأوحى
","ني إسرائيل فسسل أي الناس أعلم فال أنا أعلم فعتب الله عليه إذلم برد العلم إليه فأوحى
",فعمب الله عليه إذ لم يرد العلم إليه فاوحى فقال انا إسرائيل فسئل اي أعلم أعلم الناس
58,<PIL.Image.Image image mode=RGB size=1161x77 at 0x7FA1F91A9B10>,"فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإمام
","فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإماه
",جعل الإمام أن اجلسوا فلما انصرف قال قوم قياما جالسا وصلى فأشار فصلى إنما إليهم وراءه,"فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإمام
","فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإماه
",جعل الإمام أن اجلسوا فلما انصرف قال قوم قياما جالسا وصلى فأشار فصلى إنما إليهم وراءه
59,<PIL.Image.Image image mode=RGB size=1129x75 at 0x7FA1F91AF5D0>,"بن يزيد أن الذي زاد التأذين الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى عنه حين
","بن يزيد أن الذي زاد التأذين الثالث يوم اللجمعة عثمان بن عفان رضى الله تعالى عنه حين
",حين عنه الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى زاد أن التأذين الذي يزيد,"بن يزيد أن الذي زاد التأذين الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى عنه حين
","بن يزيد أن الذي زاد التأذين الثالث يوم اللجمعة عثمان بن عفان رضى الله تعالى عنه حين
",حين عنه الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى زاد أن التأذين الذي يزيد
60,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1261x75 at 0x7FA1F91BA210>,"إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
","إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
",فلما صلى دعا بالأطعمة فلم يؤت إذا كنا بالصهباءصلى لنا رسول الله صلى الله عليه وسلم العصر,"إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
","إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
",فلما صلى دعا بالأطعمة فلم يؤت إذا كنا بالصهباءصلى لنا رسول الله صلى الله عليه وسلم العصر
61,<PIL.Image.Image image mode=RGB size=1460x57 at 0x7FA1F91AFD90>,"إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
","إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
",الله إلى موسى بلى إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى عبدنا,"إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
","إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
",الله إلى موسى بلى إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى عبدنا
62,<PIL.Image.Image image mode=RGB size=916x77 at 0x7FA1F9122410>,"نساء المؤمنين لا يعرفن من الغلس أو لا يعرفن بعضهن بعضا
","نساء المؤمنين لا يعرمن من الغلس أو لا يعرمن يعضمن بعضا
",أولا يعرفن بعضهن بعضا لا يعرفن من نساء المؤمنين الغلس,"نساء المؤمنين لا يعرفن من الغلس أو لا يعرفن بعضهن بعضا
","نساء المؤمنين لا يعرمن من الغلس أو لا يعرمن يعضمن بعضا
",أولا يعرفن بعضهن بعضا لا يعرفن من نساء المؤمنين الغلس
63,<PIL.Image.Image image mode=RGB size=1170x75 at 0x7FA1F91ADD50>,"صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فقام
","صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فتقاء
",فتحدثوا بذلك فقام ليلة الثانية فقام يصلون بصلاته _سلم فقام الله عليه فأصبحوا أناس,"صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فقام
","صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فتقاء
",فتحدثوا بذلك فقام ليلة الثانية فقام يصلون بصلاته _سلم فقام الله عليه فأصبحوا أناس
64,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1125x105 at 0x7FA1F91BAD10>,"قال النبي صلى الله عليه وسلم لا يزال العبد في صلاة ما كان في المسجد ينتظر الصلاة ما لم
","قال النبي صلى الله عليه وسام لا يزال العبد في صلاة ما كان في المسجد يننظر الصلاة ما ا
",المسجد بنتظر الصلاة ما م فى صلاة قال النبيصلى الله عليه وسلم لا يزال ما كان في العبد,"قال النبي صلى الله عليه وسلم لا يزال العبد في صلاة ما كان في المسجد ينتظر الصلاة ما لم
","قال النبي صلى الله عليه وسام لا يزال العبد في صلاة ما كان في المسجد يننظر الصلاة ما ا
",المسجد بنتظر الصلاة ما م فى صلاة قال النبيصلى الله عليه وسلم لا يزال ما كان في العبد
65,<PIL.Image.Image image mode=RGB size=853x105 at 0x7FA1F91B9B50>,"باب هل على من لم يشهد الجمعة غسل من النساء والصبيان وغيرهم
","اب هل على من لم بشهد الجمعة غسل من النساء والصبيان وغيرهم
",والصبيان النسا باب هلعلى من م يشهد الجمعة غسل وغيرهم من,"باب هل على من لم يشهد الجمعة غسل من النساء والصبيان وغيرهم
","اب هل على من لم بشهد الجمعة غسل من النساء والصبيان وغيرهم
",والصبيان النسا باب هلعلى من م يشهد الجمعة غسل وغيرهم من
66,<PIL.Image.Image image mode=RGB size=1195x77 at 0x7FA1F91AFFD0>,"ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
","ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
",بن نيار فقال فقام أبو الصلاة فتلك شاة ونسك نسكنا فقد أصاب النسك ومن نسك قب لحم بردة,"ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
","ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
",بن نيار فقال فقام أبو الصلاة فتلك شاة ونسك نسكنا فقد أصاب النسك ومن نسك قب لحم بردة
67,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1117x77 at 0x7FA1F91BB950>,"عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
","عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
",صلى الله عليه وسلم قال إذا أمن الإمام عن أبي هريرة أن عبد الرحمن أنهما أخبراه النبي,"عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
","عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
",صلى الله عليه وسلم قال إذا أمن الإمام عن أبي هريرة أن عبد الرحمن أنهما أخبراه النبي
68,<PIL.Image.Image image mode=RGB size=1287x103 at 0x7FA1F91BB910>,"بحينة أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه حتى يبدو بياض إبطيه وقال
","عخينة أن النبى صلى اله عليى وسلمركان إذا صلى فرج بين يلديم حنى يبدى بياض إبطيى وقال
",يبدع بياض إبطيد وقال  صلى انلد عليد وسلمركان إذاصلى فرج بي بدايد . خىنر ان النبي  حنى,"بحينة أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه حتى يبدو بياض إبطيه وقال
","عخينة أن النبى صلى اله عليى وسلمركان إذا صلى فرج بين يلديم حنى يبدى بياض إبطيى وقال
",يبدع بياض إبطيد وقال  صلى انلد عليد وسلمركان إذاصلى فرج بي بدايد . خىنر ان النبي  حنى
69,<PIL.Image.Image image mode=RGB size=1377x77 at 0x7FA1F91BBB90>,"العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
","العشاء التي تدعونها العتمة وكان يكرة النوى قبلها والحديث بعدها وكَان ينفتل من حلاة
",صلاة وكان ينفتل تبلما والحديث تدغونها العتمة وحان يحره العشاء النوم بعدها التج ملن,"العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
","العشاء التي تدعونها العتمة وكان يكرة النوى قبلها والحديث بعدها وكان ينفتل من حلاة
",صلاة وكان ينفتل تبلما والحديث تدغونها العتمة وحان يحره العشاء النوم بعدها التج ملن
70,<PIL.Image.Image image mode=RGB size=758x105 at 0x7FA1F91A2FD0>,"عبيد عن بشير بن يسار قدم علينا أنس بن مالك المدينة بهذا
","عبيد عن شير بن نسار قدم علينا أنس بن مالك المدينة بهذا
",بن مالك المدينة علينا بن يسار عن أنس ' بهذ | قدم شير ',"عبيد عن بشير بن يسار قدم علينا أنس بن مالك المدينة بهذا
","عبيد عن شير بن نسار قدم علينا أنس بن مالك المدينة بهذا
",بن مالك المدينة علينا بن يسار عن أنس ' بهذ | قدم شير '
71,<PIL.Image.Image image mode=RGB size=1402x103 at 0x7FA1F91AC390>,"فانطلق إلى نخل قريب من المسجد فاغتسل ثم دخل المسجد فقال أشهد أن لا إله إلا الله وأن محمدا
","فاظلق إلى ل قريب من السجد فاغسل ثر<خل المسجد فتال أشهد أن"" إلى إلا الله ى أن محمد
",إلى لخل قريب من امسجد فاغنسل ثمردخل المسجد فتال أشهد أن لاإلدإلاالدد وأن محمادا انطلق,"فانطلق إلى نخل قريب من المسجد فاغتسل ثم دخل المسجد فقال أشهد أن لا إله إلا الله وأن محمدا
","فاظلق إلى ل قريب من السجد فاغسل ثر<خل المسجد فتال أشهد أن"" إلى إلا الله ى أن محمد
",إلى لخل قريب من امسجد فاغنسل ثمردخل المسجد فتال أشهد أن لاإلدإلاالدد وأن محمادا انطلق
72,<PIL.Image.Image image mode=RGB size=1456x77 at 0x7FA1F91BBF90>,"فمن فعل ذلك فقد أصاب سنتنا ومن ذبح قبل أن يصلي فإنما هو لحم عجله لأهله ليس من النسك
","ذمن عل حذلك ققد أصابي سنتنا ومن طذيع قبل أن يصليي فإذما عو لحو غجلة لأعلة ليس من التمك
",النسك سنتنا ومن ذبح تبا أن يصليى نإنما هولحم عجله لأسله ليس فعل ذلك فقد ا صاب فمن مان,"فمن فعل ذلك فقد أصاب سنتنا ومن ذبح قبل أن يصلي فإنما هو لحم عجله لأهله ليس من النسك
","ذمن عل حذلك ققد أصابي سنتنا ومن طذيع قبل أن يصليي فإذما عو لحو غجلة لأعلة ليس من التمك
",النسك سنتنا ومن ذبح تبا أن يصليى نإنما هولحم عجله لأسله ليس فعل ذلك فقد ا صاب فمن مان
73,<PIL.Image.Image image mode=RGB size=1411x103 at 0x7FA1F91BB5D0>,"يجلس حتى قال أين تحب أن أصلي من بيتك فأشار إليه من المكان الذي أحب أن يصلي فيه فقام
","خلس حنى قال أين خب أن أصلى من بينك فأشاس إلِيم من المكان الذي أحب أن يصلى فى فتام
","فير فق , المكان الذي أحب أن يصلي , من قال أين حب أن لجلس  _ فأشار أصلي  إليدمن بينك  حنى","يجلس حتى قال أين تحب أن أصلي من بيتك فأشار إليه من المكان الذي أحب أن يصلي فيه فقام
","خلس حنى قال أين خب أن أصلى من بينك فأشاس إليم من المكان الذي أحب أن يصلى فى فتام
","فير فق , المكان الذي أحب أن يصلي , من قال أين حب أن لجلس  _ فأشار أصلي  إليدمن بينك  حنى"
74,<PIL.Image.Image image mode=RGB size=1861x60 at 0x7FA1FA283D10>,"صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال وما ذاك قالوا صليت
","صلى النبى صلى الله عليه وسلم الظهر خمسا فقالوا أزيد فى الصلاة

قال وما ذاك قالوا صليت
",صلى الله عليه وسله الظمر خمسا فقالوا أزيد فى الصلاة قال وما ذاك قالوا صليت صلى النبي,"صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال وما ذاك قالوا صليت
","صلى النبى صلى الله عليه وسلم الظهر خمسا فقالوا أزيد فى الصلاة

قال وما ذاك قالوا صليت
",صلى الله عليه وسله الظمر خمسا فقالوا أزيد فى الصلاة قال وما ذاك قالوا صليت صلى النبي
75,<PIL.Image.Image image mode=RGB size=1859x60 at 0x7FA1F91BAAD0>,"الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله ألي
","الصلاة طرفى النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله الى
",السيئات فقال الرجل با رسول الله الصلاة طرفى النمار وزلفا من الليل إن الحسنات ألي يذهبن,"الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله ألي
","الصلاة طرفى النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله الى
",السيئات فقال الرجل با رسول الله الصلاة طرفى النمار وزلفا من الليل إن الحسنات ألي يذهبن
76,<PIL.Image.Image image mode=RGB size=1828x60 at 0x7FA1F91AD350>,"أيديهم وأرجلهم وسمرت أعينهم وألقوا في الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
","أيديهم واأرحلهم وسمرت أعينهم وألقوا فى الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
",الحرة يستسقون فلا بسقون قال أبو قلابة فمؤلاء وألقوا وأرجلهه وسمرت أعينهه آيديم في,"أيديهم وأرجلهم وسمرت أعينهم وألقوا في الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
","أيديهم واأرحلهم وسمرت أعينهم وألقوا فى الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
",الحرة يستسقون فلا بسقون قال أبو قلابة فمؤلاء وألقوا وأرجلهه وسمرت أعينهه آيديم في
77,<PIL.Image.Image image mode=RGB size=1294x75 at 0x7FA1F9123A10>,"عليه وسلم فركب راحلته فخطب فقال إن الله حبس عن مكة القتل أو الفيل شك أبو عبد الله وسلط
","عليه وسلم فركب راحلته فحطب فقال إن الله حبس عن مكة القتل أو الفيل شلك أبو عبد الله وسلط
",مكة القتل أو الفيل شك أبو عبد الله وسلط فخطب فقال إن الله عليه وسلم فركب راحلته عن حبس,"عليه وسلم فركب راحلته فخطب فقال إن الله حبس عن مكة القتل أو الفيل شك أبو عبد الله وسلط
","عليه وسلم فركب راحلته فحطب فقال إن الله حبس عن مكة القتل أو الفيل شلك أبو عبد الله وسلط
",مكة القتل أو الفيل شك أبو عبد الله وسلط فخطب فقال إن الله عليه وسلم فركب راحلته عن حبس
78,<PIL.Image.Image image mode=RGB size=1991x60 at 0x7FA1F91BAD50>,"ذكرني هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
","ذكرنى هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
",ذكرنى هذا صلاة محمدصلى الله عليه وسله أوقال لقدصلى بناصلاة محمد صلى الله عليه وسله,"ذكرني هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
","ذكرنى هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
",ذكرنى هذا صلاة محمدصلى الله عليه وسله أوقال لقدصلى بناصلاة محمد صلى الله عليه وسله
79,<PIL.Image.Image image mode=RGB size=1537x57 at 0x7FA1F91AADD0>,"على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
","على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
",ا وقال بعضهم لا عن الروح سلو فقال بعضهم ل بنفر من اليهو على عسيب معه تسألو لبعض فمل,"على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
","على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
",ا وقال بعضهم لا عن الروح سلو فقال بعضهم ل بنفر من اليهو على عسيب معه تسألو لبعض فمل
80,<PIL.Image.Image image mode=RGB size=1188x77 at 0x7FA1F91BB8D0>,"سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
","سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سئة ثم استمتع بها
",استمتع بها وعفاصها ثم عرفها سنة أله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها,"سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
","سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سئة ثم استمتع بها
",استمتع بها وعفاصها ثم عرفها سنة أله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها
81,<PIL.Image.Image image mode=RGB size=1123x75 at 0x7FA1F91BBC50>,"الثوب بين يديها قال لها تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأتت
","لثوب بين يديها قال لما تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأنت
",فأتت من مائك شيئا ولكن الله هو الذي ما الثوب بين يديها قال لها أسقانا تعلمين رزئنا,"الثوب بين يديها قال لها تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأتت
","لثوب بين يديها قال لما تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأنت
",فأتت من مائك شيئا ولكن الله هو الذي ما الثوب بين يديها قال لها أسقانا تعلمين رزئنا
82,<PIL.Image.Image image mode=RGB size=1410x77 at 0x7FA1F91B90D0>,"وإقام الصلاة وإيتاء الزكاة وصيام رمضان وأن تعطوا من المغنم الخمس ونهاهم عن أربع عن
","وإقاء الصلاة وإيقاء الزكاة وصياء رحضان وأن تعطوا عن المغنه الخفس ونهاهه من أريع عن
",من ونعاهم غن أربع المغنم إتام الصلاة وإيتاء الزحاة وصياه رمضان وأن تعطوا الخمس مان,"وإقام الصلاة وإيتاء الزكاة وصيام رمضان وأن تعطوا من المغنم الخمس ونهاهم عن أربع عن
","وإقاء الصلاة وإيقاء الزكاة وصياء رحضان وأن تعطوا عن المغنه الخفس ونهاهه من أريع عن
",من ونعاهم غن أربع المغنم إتام الصلاة وإيتاء الزحاة وصياه رمضان وأن تعطوا الخمس مان
83,<PIL.Image.Image image mode=RGB size=1543x57 at 0x7FA1FA27C110>,"قالت أصيب سعد يوم الخندق في الأكحل فضرب النبي صلى الله عليه وسلم خيمة في المسجد ليعوده
","قالت أصيب سعد يوم الخندق في الأكحل فضرب النبي صلى الله عليه وسلم خيمة في المسجد ليعوده
",ده المسجد ليعو ف صلى الله عليه وسلم خيمة الخندق في الأكحل فضرب سعد يو قالت أصيب النبي,"قالت أصيب سعد يوم الخندق في الأكحل فضرب النبي صلى الله عليه وسلم خيمة في المسجد ليعوده
","قالت أصيب سعد يوم الخندق في الأكحل فضرب النبي صلى الله عليه وسلم خيمة في المسجد ليعوده
",ده المسجد ليعو ف صلى الله عليه وسلم خيمة الخندق في الأكحل فضرب سعد يو قالت أصيب النبي
84,<PIL.Image.Image image mode=RGB size=1165x77 at 0x7FA1F91AF690>,"منه وكان بن عمر يوضع له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه ليسمع قراءة الإمام
","منه وكان بن عمر يوضع له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه ليسمع قراءة الإماء
",قراءة الإمام له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه وكان بن ذه ليسمع يوضع عمر,"منه وكان بن عمر يوضع له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه ليسمع قراءة الإمام
","منه وكان بن عمر يوضع له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه ليسمع قراءة الإماء
",قراءة الإمام له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه وكان بن ذه ليسمع يوضع عمر
85,<PIL.Image.Image image mode=RGB size=1441x57 at 0x7FA1F91AD590>,"وسلم فلما رفع رأسه من الركعة قال سمع الله لمن حمده قال رجل وراءه ربنا ولك الحمد حمدا
","وسلم فلما رفع رأسه من الركعة قال سمع الله لمن حمده قال رجل وراءه ربنا ولك الحمد حمدا
",حمده قال رجل وراءه ربنا ولك الحمد حمدا سلم فلما رفع رأسه من الركعة قال سمع الله لمن,"وسلم فلما رفع رأسه من الركعة قال سمع الله لمن حمده قال رجل وراءه ربنا ولك الحمد حمدا
","وسلم فلما رفع رأسه من الركعة قال سمع الله لمن حمده قال رجل وراءه ربنا ولك الحمد حمدا
",حمده قال رجل وراءه ربنا ولك الحمد حمدا سلم فلما رفع رأسه من الركعة قال سمع الله لمن
