,image,ground_truth,qari,ground_truth_t,qari_t
83,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x110 at 0x7575C8127210>,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,وَنتيجة لِكَون هذا الغاز لا يُشْتِعِل ولا يُساعِد,ونتيجة لكون هذا الغاز لا يشتعل ولا يساعد,ونتيجة لكون هذا الغاز لا يشتعل ولا يساعد
84,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1011x165 at 0x7575C81277D0>,فِي البدايه، ثُمَّ مُحاكاة التَرْكِيبُ وَتَعْلَم الروح. إِذا,في البداية، ثم محاكاة الترتيب وتتعلم الروح. إذا,في البدايه، ثم محاكاة التركيب وتعلم الروح. إذا,في البداية، ثم محاكاة الترتيب وتتعلم الروح. إذا
85,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=625x111 at 0x7575C8127D50>,اِعْتَمَدَ مُؤْتَمَرٍ رِيُو دِي جانيرو، أَو ما يُسَمَّى,إِذْ كَانَ مُؤْمِنٌ إِنَّهُ رَدَّ جَانِبَهُ أَوْ مَا يَسْتَطِيعُ,اعتمد مؤتمر ريو دي جانيرو، أو ما يسمى,إذ كان مؤمن إنه رد جانبه أو ما يستطيع
86,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1020x119 at 0x7575C8134350>,المَرْئِيّات العالِيَة الوُضُوحِ فِي الصين، وَيَعْتَقِدانِهِ أَحْدَثِ,". , . : المَرْيَاتُ العَالِّةِ الْوُضُوحِ فِي الصَّينِ، وَ يَعْتَقِدُ إِنَّهَا أَحْدَثٌ",المرئيات العالية الوضوح في الصين، ويعتقدانه أحدث,". , . : المريات العالة الوضوح في الصين، و يعتقد إنها أحدث"
87,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=269x132 at 0x7575C8134910>,وَالسِتِّينَ,وَالْسَّنَينَ,والستين,والسنين
88,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=247x129 at 0x7575C8134ED0>,طَوِيلٍ,": ""طموح""",طويل,": ""طموح"""
89,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x116 at 0x7575C8135490>,وَالكَلَأ فَهُم رَحَلَ فَحَيْثُ ما تَسْقُط الأَمْطارِ يَتَنَقَّلُونَ,": "" ! .""",والكلأ فهم رحل فحيث ما تسقط الأمطار يتنقلون,": "" ! ."""
90,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1228x262 at 0x7575C8135A50>,لِأُفَضِّل المبيعات. كانَت تِلْكَ واحِدَةٍ مِن اللَحَظاتِ الهامه.,لِأَفْضَلِ المبيعاتِ. كَانَتْ ثُلُثَ وَاحِدَةٍ مِنَ اللَّحْظَاتِ الهامَهِ.,لأفضل المبيعات. كانت تلك واحدة من اللحظات الهامه.,لأفضل المبيعات. كانت ثلث واحدة من اللحظات الهامه.
91,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x116 at 0x7575C8136010>,وَقَد اِعْتَبَرَ فَرَجِي أَنَّ النِظامِ الامثلللزراعه هُوَ الَّذِي,وَقدْ اعْتَبَرْ فَرَجِيَ أَنَّ النِّظام الامثلللزراعه هُوَ الذِي,وقد اعتبر فرجي أن النظام الامثلللزراعه هو الذي,وقد اعتبر فرجي أن النظام الامثلللزراعه هو الذي
92,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=859x183 at 0x7575C81365D0>,اليَمَنِ الشَرْقِيَّة ، كَما أَسْلَفَنا إِذ لا شَيْء,الْيَحْيَىُ الشَّهْرِ وَقَةٌ، كَأَنْ أَحْلَقْنَا إِذَّنَا شَيْءٌ.,اليمن الشرقية ، كما أسلفنا إذ لا شيء,اليحيى الشهر وقة، كأن أحلقنا إذنا شيء.
93,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1271x155 at 0x7575C8136B50>,السياق، يَجْدُر التَأْكِيدُ عَلَى ضَرُورَةِ ننسيق جَمِيعِ هٰذِهِ,السباق، يُجْدُر التأكيد على ضرورة نسبيّة جميع هذه,السياق، يجدر التأكيد على ضرورة ننسيق جميع هذه,السباق، يجدر التأكيد على ضرورة نسبية جميع هذه
94,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=638x132 at 0x7575C8137110>,يَتَأَدَّب فِيهِ وَيَتَعَلَّم الطاعَةَ,يتأدب فيه ويتعلم الطاعة,يتأدب فيه ويتعلم الطاعة,يتأدب فيه ويتعلم الطاعة
95,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=710x127 at 0x7575C81376D0>,وَإِذا كانَ القُدامَى قَد أَخْطَأُوا فِي فَهُم مَعْنَى,وإذا كان القذافي قد أخطأوا في فهم معنى,وإذا كان القدامى قد أخطأوا في فهم معنى,وإذا كان القذافي قد أخطأوا في فهم معنى
96,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1403x135 at 0x7575C8137C90>,ظاهِرَةِ البيدو. مِن المُلاحَظِ أَنَّ اللاشعه الشَمْسِيَّةُ تَسْقُط,ظاهِرة البِيدو. مِن المُلاحظِ أنَّ اللاشعه الشَّمسيَّة تَشقَّط,ظاهرة البيدو. من الملاحظ أن اللاشعه الشمسية تسقط,ظاهرة البيدو. من الملاحظ أن اللاشعه الشمسية تشقط
97,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1899x176 at 0x7575C8138290>,داعَبَت أَحَدُ المَكْتَباتِ بِلَنْدَن قُرّاءها بِنافِذَة عَرَضَ كبيره:,دَا عَبْتَ أَحَدُ الْمَكْثَبَاتِ بِلْثَدَنِ قَرَاءَهَا بِنَا فَذَةٌ عَرَضٌ كَبِيرٌ:,داعبت أحد المكتبات بلندن قراءها بنافذة عرض كبيره:,دا عبت أحد المكثبات بلثدن قراءها بنا فذة عرض كبير:
98,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=791x165 at 0x7575C8138850>,كُلُّها فِي ذٰلِكَ الوَطَنِ الجَدِيدِ,,كلها في ذلك الوطن الجديد,
99,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1292x172 at 0x7575C8138E10>,التَساؤُلاتِ العَمِيقَةِ القادِرَةِ عَلَى بَلْوَرَةِ المَشارِيعِ الكُبْرِي,التساؤلات العميقَة القادِرة على بلورة المشاريع الكُبرى,التساؤلات العميقة القادرة على بلورة المشاريع الكبري,التساؤلات العميقة القادرة على بلورة المشاريع الكبرى
100,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1372x188 at 0x7575C8139410>,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ,عطعوط وهِلال خازِن غَفيف للحج. بدأَت قوافَل الحَجيج حاجٍّ أثْر,عطعوط وهلال خازن عفيف للحج. بدأت قوافل الحجيج حاج أثر,عطعوط وهلال خازن غفيف للحج. بدأت قوافل الحجيج حاج أثر
101,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1133x169 at 0x7575C8139990>,وَلِتُشْبَع نَفْسِها بُعْدَ جَوَّعَ وعطش. وَتَفْرَح الابل، وَيُدِر,وَلْتُشْبِعْ نَفْسِهَا بُغْدَ جَوَّعَ وعطش. وَتَفْرَحُ الْأَبْل، وَيُدْر,ولتشبع نفسها بعد جوع وعطش. وتفرح الابل، ويدر,ولتشبع نفسها بغد جوع وعطش. وتفرح الأبل، ويدر
102,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=829x124 at 0x7575C8139F10>,لِلإِقامَة فِي بُيُوتِهِم وَتَناوَلَ طعامهم. لاحَظَت ما لِيَ,للإقامة في بيوتهم وتناول طعامهم. للحظت مالي,للإقامة في بيوتهم وتناول طعامهم. لاحظت ما لي,للإقامة في بيوتهم وتناول طعامهم. للحظت مالي
103,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1068x125 at 0x7575C813A4D0>,التَنافُسِ فِي تَقْدِيمِ كُلِّ جَدِيدٍ بِاللُغَةِ المَحَلِّيَّةِ,.,التنافس في تقديم كل جديد باللغة المحلية,.
104,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=653x144 at 0x7575C813AA50>,خ ض، ب س ش، ص غ ه,خض، بس ش، صغه,خ ض، ب س ش، ص غ ه,خض، بس ش، صغه
105,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=759x103 at 0x7575C813AFD0>,وَهُوَ مَلِكِ مِن مُلُوكُ قتبان. وَهٰكَذا بِالنِسْبَةِ إِلَى,وَهُمْ مَاكِثُونَ قَالُوا كَقَتَبٍ إِنَّهُ أَكْذُبُ إِلَّا بِالنَّسْسِيَةِ الدَّخْلُ,وهو ملك من ملوك قتبان. وهكذا بالنسبة إلى,وهم ماكثون قالوا كقتب إنه أكذب إلا بالنسسية الدخل
106,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2167x246 at 0x7575C813B550>,المَوْجُودَةِ عَلَى سَطْحِ الأَرْضِ وَكَمِّيَّةٌ الأَراضِي المَزْرُوعَةِ وَأَخِيرا,. : الموجودة على سطح الأرض وكمية الأراضي المزرعة وأخيرا,الموجودة على سطح الأرض وكمية الأراضي المزروعة وأخيرا,. : الموجودة على سطح الأرض وكمية الأراضي المزرعة وأخيرا
107,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=886x137 at 0x7575C813BAD0>,بَدْء أَعْمالٍ خاصّه فِي الريف، معترحا فِي هٰذا,", .",بدء أعمال خاصه في الريف، معترحا في هذا,", ."
108,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=722x109 at 0x7575C81480D0>,مُشْمِس دراق، غيظ، ناء ،بث ،نسر,مُشْمس دراق، غيظ، ناء، بث، نسر,مشمس دراق، غيظ، ناء ،بث ،نسر,مشمس دراق، غيظ، ناء، بث، نسر
109,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=609x160 at 0x7575C8148690>,اِسْتِعْمالُها فِي مُؤَلِّفات الهمداني,إِستْعَمَاها فِي مُؤْلِفَاتِ الْهُمْدَانِي,استعمالها في مؤلفات الهمداني,إستعماها في مؤلفات الهمداني
110,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1004x136 at 0x7575C8148C10>,فِي مناسباتها، وَأَنَّ أَخْباراً خَلَقَت خلقا،,في مناسباتها، وأن أخبارا خلقت خلقا,في مناسباتها، وأن أخبارا خلقت خلقا،,في مناسباتها، وأن أخبارا خلقت خلقا
111,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=672x145 at 0x7575C8149190>,فِي الأَوْزار وَالآثامِ وَهُوَ كَذٰلِكَ الاِمْتِناعِ عَن فِعْلٍ,في الأوزار والاثام وهو كذلك الإمتياز عن فعل,في الأوزار والآثام وهو كذلك الامتناع عن فعل,في الأوزار والاثام وهو كذلك الإمتياز عن فعل
112,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1356x156 at 0x7575C8149750>,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها,من اختلاف أيدي الكتاب في رسم الحروف ونقيرها,من اختلاف أيدي الكتاب في رسم الحروف ونقرها,من اختلاف أيدي الكتاب في رسم الحروف ونقيرها
113,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1178x115 at 0x7575C8149D10>,تُؤَدِّي الدَقائِقِ الصُلْبَةِ العالِقَةِ بِالهَواء دَوْراً ثانَوِيّا فِي,نُوَّدِي الدَّائِمَةَ المُلْبِسَةَ العَالِقَةَ بِالْوَهَاءِ دَوْرًا ثَلَثَ وَبَاً فَ,تؤدي الدقائق الصلبة العالقة بالهواء دورا ثانويا في,نودي الدائمة الملبسة العالقة بالوهاء دورا ثلث وبا ف
114,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1650x200 at 0x7575C814A2D0>,والثلب، وَالظَلِيم والشاهين، وَبُعْدَ الشَأْو وَالقَطّامِيّ وَنَحْوَ ذلك.,والثلب، والظَّلِيم والشاهين، وبُغَد الشَّأْو والقَطَّامِي وَنَخْوَ ذلك.,والثلب، والظليم والشاهين، وبعد الشأو والقطامي ونحو ذلك.,والثلب، والظليم والشاهين، وبغد الشأو والقطامي ونخو ذلك.
115,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1138x149 at 0x7575C814A890>,لهم، وَيَشْتَرُونَ مِن أَصْحابِ تَكَّ السُفُنِ ما عِنْدَهُم,لهم، وَيَشْتَرونِ مِن أُصْحَابِ تَكْسُفِنَ ما عِندَهُم,لهم، ويشترون من أصحاب تك السفن ما عندهم,لهم، ويشترون من أصحاب تكسفن ما عندهم
116,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1377x189 at 0x7575C814AE10>,رقيقه، تَتَبَعْثَر فَيُظْهَر مِن خِلالَ فَجَواتها وَجْهِ الأَرْضِ,رقيقه، تتَّبغُّر فِيْ ظَهْرِ مِن خِلال فَحَوَاتِها وَ جُهْدِ الأَزْضِ,رقيقه، تتبعثر فيظهر من خلال فجواتها وجه الأرض,رقيقه، تتبغر في ظهر من خلال فحواتها و جهد الأزض
117,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=306x155 at 0x7575C814B3D0>,وَكانَ,", . , , ' . : ``` ```",وكان,", . , , ' . : ``` ```"
118,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1466x189 at 0x7575C814B990>,التَصَرُّفِ بَلَغَتْهُ وَسَلَكَ أَلْفاظها بِطُرُقٍ تُؤَدِّي غَرَضَهُ وَتُعَبِّر,التصرف بالتنشئة وسلك الفاظها بطريق توحدي غرضه وتغييره,التصرف بلغته وسلك ألفاظها بطرق تؤدي غرضه وتعبر,التصرف بالتنشئة وسلك الفاظها بطريق توحدي غرضه وتغييره
119,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=924x130 at 0x7575C814BF50>,"حَفْرِ الرَسْمُ عَلَى الخشب"". وَعَلَى مَدَى أَكْثَرَ","حفر الرسم على الخشب"". وَعَلى مَدى أَكْثرَ","حفر الرسم على الخشب"". وعلى مدى أكثر","حفر الرسم على الخشب"". وعلى مدى أكثر"
120,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1181x108 at 0x7575C8150550>,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ,لِتُقَابِلِ الإِحْتِياجَاتِ المَغْرِفِّيَّةِ والمَهارِيَهِ لِلْزَّرَاعِ فِي مَجالَاتِ الزَّراعةِ,لتقابل الاحتياجات المعرفية والمهاريه للزراع في مجالات الزراعة,لتقابل الإحتياجات المغرفية والمهاريه للزراع في مجالات الزراعة
121,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1322x148 at 0x7575C8150B10>,أُسْرَتَيَّ تانغ وسونغ، حَيْثُ كانَت السِلَعِ الرَئِيسِيَّةِ الَّتِي,أُسْرَّتِي تانغ وسونغ، حيث كانت السلع الرئيسية التي,أسرتي تانغ وسونغ، حيث كانت السلع الرئيسية التي,أسرتي تانغ وسونغ، حيث كانت السلع الرئيسية التي
122,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=683x99 at 0x7575C81510D0>,الدِيمُوغرافِيِّ فَإِنَّ العَدَدَ المُطْلَقِ لِلفُقَراءِ اِسْتَقَرَّ فِي خَمْسَةِ,الريموه خرافيًا فإن العدد المطلق للقراء استمر في خمسة,الديموغرافي فإن العدد المطلق للفقراء استقر في خمسة,الريموه خرافيا فإن العدد المطلق للقراء استمر في خمسة
123,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=913x140 at 0x7575C8151650>,كانَ ماو يُخَصَّص وَقْتاً لَقِراءَة أَعْمالٍ مَطْبُوعه بِالحَكّ,كان ما وُحِصَ وقتنا لقراءة أعماله مطبوعه بالحكمة,كان ماو يخصص وقتا لقراءة أعمال مطبوعه بالحك,كان ما وحص وقتنا لقراءة أعماله مطبوعه بالحكمة
124,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1304x163 at 0x7575C8151BD0>,الأَرْضِ وَعِنْدَما تَصِل إِلَى طَبَقَةٌ الستراتوسفير، تَتَمَكَّن الأَشِعَّةُ,الْأَرْضِ وَعِندَمَا تَصِل إِلَى طَبَقَةَ الْسُّتْرَاتِ وَسْفِير، نَتَمَكَّن الْأَيْشَعَةُ,الأرض وعندما تصل إلى طبقة الستراتوسفير، تتمكن الأشعة,الأرض وعندما تصل إلى طبقة السترات وسفير، نتمكن الأيشعة
125,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=527x141 at 0x7575C8152150>,جُزْء لَعَقاقِير الأَعْشابُ,جزء لعقاقير الأغشاب,جزء لعقاقير الأعشاب,جزء لعقاقير الأغشاب
126,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=855x121 at 0x7575C8152710>,لها. وَ أَنَّ مِثْلَ هٰذِهِ الجامِعاتِ لا تُلْحِق,لها. وَ أَنَّ مِثْل هذِهِ الجَامِعَاتِ لَا تُلْحِق,لها. و أن مثل هذه الجامعات لا تلحق,لها. و أن مثل هذه الجامعات لا تلحق
127,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1328x128 at 0x7575C8152CD0>,الباديه، المُتَحَكِّمَةِ فِيها تَحْكُم الجُنُودِ فِي القِلاع وَبِعَضِّ,البادية، المُتحَكِّمةِ فيها تَخْكُمُ الجُنُودِ في القلاع وبَعضُ,الباديه، المتحكمة فيها تحكم الجنود في القلاع وبعض,البادية، المتحكمة فيها تخكم الجنود في القلاع وبعض
128,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=761x125 at 0x7575C8153290>,"عدي"" وَ ""ابي البختري""","""عدي"" و ""ابي البختري""","عدي"" و ""ابي البختري""","""عدي"" و ""ابي البختري"""
129,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2115x225 at 0x7575C8153850>,عِشْرِينَ نَوْعاً أَو سِلاله جغرافيه، وَهِيَ الَّتِي يَعْتَمِد,أو بِسَلَالَهُ جَغْرَافِيَّةٌ، وَهُيَ الْقَيْ يَعْتَمِدْ عِشْرِينَ نُؤْمَا,عشرين نوعا أو سلاله جغرافيه، وهي التي يعتمد,أو بسلاله جغرافية، وهي القي يعتمد عشرين نؤما
130,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1415x170 at 0x7575C8153DD0>,وَسَجَّلَ مَيّاسات وَمَلامِحُ الأَجْسامِ وَما إِلَى دَلَّكَ,وَسُجِّلْ مَيَاسِسَاتَ وَمُلامِحُ الأَجْسَامِ وَما إِلَى ذَٰلِكَ,وسجل مياسات وملامح الأجسام وما إلى دلك,وسجل مياسسات وملامح الأجسام وما إلى ذلك
131,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=502x133 at 0x7575C8158390>,مُتَفاوِتُونَ بِمَدَى,بَمَدْي مَتَّفاوْتون,متفاوتون بمدى,بمدي متفاوتون
132,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=610x106 at 0x7575C8158950>,يُؤَدِّي اِبْتِعادُ كَوْكَبِ الأَرْضِ,يُؤْدي إِبْتِعَادُ كُوْكَبِ الأَزْجَر,يؤدي ابتعاد كوكب الأرض,يؤدي إبتعاد كوكب الأزجر
133,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1212x138 at 0x7575C8158F10>,فِيها أَيْضاً حَجّارَةً بُرْكانَيْهِ وَالظاهِر إِنَّها كانَت مِن,فيها أيضاً حجارة بزكانيه والظاهر إنها كانت من,فيها أيضا حجارة بركانيه والظاهر إنها كانت من,فيها أيضا حجارة بزكانيه والظاهر إنها كانت من
134,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=983x128 at 0x7575C8159490>,الشَرْقِيَّةِ لَها إِلَى مُلْتَقَى الحُدُودِ بِالعَرَبِيَّةِ السعيده. وَ,الشَّرْقِيَّةِ لَهَا إِلَى مُلتَقَى الحُدُودِ بالغَريَّةِ السعيده. وَ,الشرقية لها إلى ملتقى الحدود بالعربية السعيده. و,الشرقية لها إلى ملتقى الحدود بالغرية السعيده. و
135,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x125 at 0x7575C8159A10>,الحية الميتة وكذلك مخلفات و فضلات الكائنات الحية,الحياة الميتة لكنه منفقات رفضت الكائنات الحية,الحية الميتة وكذلك مخلفات و فضلات الكائنات الحية,الحياة الميتة لكنه منفقات رفضت الكائنات الحية
136,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1380x133 at 0x7575C8159FD0>,نَحَّياهُ وَذٰلِكَ بِالعَمَلِ مِن خِلالَ نَهْضَةِ وَطَنِيَّةٍ اِعْتِماداً,نَّبياً وَخُلْطٌ بالعَمَلِ من خَلال نَهْضة وَطنيةٍ اعتقاداً,نحياه وذلك بالعمل من خلال نهضة وطنية اعتمادا,نبيا وخلط بالعمل من خلال نهضة وطنية اعتقادا
137,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1462x162 at 0x7575C815A550>,تَكُون الطِباع وَفِي خَلْقُ التمايز بَيِّنَ الأَجْناسِ البَشَرِيَّةِ,": ""تُكوِّن الطَّباع وَ في خَلْق التَّمايُز بَيْنَ الأَجْناس البَشْرِيَّةِ""",تكون الطباع وفي خلق التمايز بين الأجناس البشرية,": ""تكون الطباع و في خلق التمايز بين الأجناس البشرية"""
138,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1084x131 at 0x7575C815AB10>,يَحِقّ لِأَيّ طالَبَ الاِنْضِمامِ إِلَى التَدْرِيبِ المِهْنِيِّ المُتَوَسِّطِ,": ""تَحْقِيقُ رِدَائِيٌّ طَالِبَ الْإِنْضَمَامِ إِلَى التَّدْرِيبِ الْمُهَاجِرِ المُتوَسط""",يحق لأي طالب الانضمام إلى التدريب المهني المتوسط,": ""تحقيق ردائي طالب الإنضمام إلى التدريب المهاجر المتوسط"""
139,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x120 at 0x7575C815B090>,الايقار وَالثِيران وَلِحَمِير وَلِجَمال الَّتِي كاتت تُسْتَخْدَم فِي,الإيقار والنيران ولحمي وليحمال النبي كانت نسأقدم في,الايقار والثيران ولحمير ولجمال التي كاتت تستخدم في,الإيقار والنيران ولحمي وليحمال النبي كانت نسأقدم في
140,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1110x143 at 0x7575C815B610>,فيها، وَيَمِيل أَهْلِها إِلَى الزِراعَةِ والاستقرار، مِثْلَ مَدِينَةِ,فيها، ويُمِيل أهلها إلى الزراعة والاستقرار، مثل مدينة,فيها، ويميل أهلها إلى الزراعة والاستقرار، مثل مدينة,فيها، ويميل أهلها إلى الزراعة والاستقرار، مثل مدينة
141,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1454x185 at 0x7575C815BBD0>,العُلَماءِ راو أَنَّ التَغْيِيراتِ الطارِئَةِ عَلَى غِطاءِ,' .,العلماء راو أن التغييرات الطارئة على غطاء,' .
142,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=641x118 at 0x7575C81641D0>,بِذٰلِكَ فَتَغافَلَ صَرَّحُوا لَهُ,", : بِذَلِكَ فَتَغَافَلَ صَرْحُوا لَهُ",بذلك فتغافل صرحوا له,", : بذلك فتغافل صرحوا له"
143,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x157 at 0x7575C8164750>,دَرْسَ مُفِيدٌ – بِطَبْعه أُولَى صَغِيرَةٌ مُؤَلَّفَةٌ مِن,درس مفيد - يطبعه أولى صغيرة مؤلفة من,درس مفيد – بطبعه أولى صغيرة مؤلفة من,درس مفيد - يطبعه أولى صغيرة مؤلفة من
144,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=862x121 at 0x7575C8164D10>,إِلَى ما يشاكله. قالَ سَجّاده وَهُوَ أَبُو سَعِيد,إِلَى مَا يُشَاكِلُهُ. قَالَ سَجِّادٌ وَهُوَ أَبُو سَعِيد,إلى ما يشاكله. قال سجاده وهو أبو سعيد,إلى ما يشاكله. قال سجاد وهو أبو سعيد
145,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=740x235 at 0x7575C81652D0>,وَفِي اليمن، حَيْثُ تُمَثِّل ثَقافَةِ المُجْتَمَعِ جُمْلَةِ مِن,وفي اليمن، حيث تمثل ثقافة المجتمع جماعة من,وفي اليمن، حيث تمثل ثقافة المجتمع جملة من,وفي اليمن، حيث تمثل ثقافة المجتمع جماعة من
146,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1130x163 at 0x7575C8165890>,تَعْرِف لَهُ مَثِيلاً مُنْذُ سُقُوطِ رُوما وَتَكاثَرَ سُكّانِ,غرف الله مثيلاً منذ سقوط روما وتكثر سكان,تعرف له مثيلا منذ سقوط روما وتكاثر سكان,غرف الله مثيلا منذ سقوط روما وتكثر سكان
147,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x92 at 0x7575C8165E50>,بِنَفْسِ السُرْعَة,السُّرْعَة بنَفْس,بنفس السرعة,السرعة بنفس
148,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=812x117 at 0x7575C8166410>,"وَ مِنهُ ما يَتَجَلَّى لَحَواسّ اخري، أَمّا """,فَمِنْهُ مَا يَتَجَاء لِحَوَاتِس اغْرِي، أَتَا ١٤,"و منه ما يتجلى لحواس اخري، أما """,فمنه ما يتجاء لحواتس اغري، أتا ١٤
149,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1346x159 at 0x7575C81669D0>,وَبَيْنَما يَمِيل البَعْضُ إِلَى عَدَمِ التَمْيِيزِ ما بَيِّنَ,وَبينَما يميل البَغضُّ إلى عدم التمييز ما بينَ,وبينما يميل البعض إلى عدم التمييز ما بين,وبينما يميل البغض إلى عدم التمييز ما بين
150,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=796x121 at 0x7575C8166F90>,عادَةً قَدِيمَةٌ جدا، رُبَّما رافَقَت الإِنْسانِ مُنْذُ يَوْمَ,عادة قديمة جدا، ربما رافقت الإنسان منذ يومه,عادة قديمة جدا، ربما رافقت الإنسان منذ يوم,عادة قديمة جدا، ربما رافقت الإنسان منذ يومه
151,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x178 at 0x7575C8167550>,تَعْلَمهم فِي الماضي. أَهْدافٍ تَعْلِيمِ الكِبارِ وَبِناءَ عَلَى,تَغْلِمُهُمْ فِي المَاضِي. أَهْدَافٍ تَغْلِيمِ الكِبارِ وَبِناءَ عَلَى,تعلمهم في الماضي. أهداف تعليم الكبار وبناء على,تغلمهم في الماضي. أهداف تغليم الكبار وبناء على
152,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=981x139 at 0x7575C8167AD0>,شاعَ سَمّ وَتَصْوِيرِ الكائِنات الحَيَّةِ فِي المِنْطَقَةِ العَرَبِيَّةِ,شاع شم وتضوير الكائنات الكثيرة في المنطقه العربيه,شاع سم وتصوير الكائنات الحية في المنطقة العربية,شاع شم وتضوير الكائنات الكثيرة في المنطقه العربيه
153,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=937x110 at 0x7575C8174090>,وَالاِرْتِقاءِ بِهِ إِلَى مُسْتَوَى يَسْتَجِيب لِمُتَطَلَّباتِ التَنْمِيَة البَشَرِيَّةِ,والإِرتقاءَ بِهِ إِلَى مُستَوَى يَشْتَحِيبُ لِمُتَطَلَّبَاتِ الشَّمْسِيَّةِ البَشْرِيَّةِ,والارتقاء به إلى مستوى يستجيب لمتطلبات التنمية البشرية,والإرتقاء به إلى مستوى يشتحيب لمتطلبات الشمسية البشرية
