,image,ground_truth,qari,ground_truth_t,qari_t
110,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1530x83 at 0x79EB341341D0>,الصلاة أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه تابعه,الصلاة أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه تابعه,الصلاة أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه تابعه,الصلاة أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه تابعه
111,<PIL.Image.Image image mode=RGB size=1448x83 at 0x79EB3412E4D0>,من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني قال الله تعالى لك ذلك ومثله معه قال,من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني قال الله تعالى لك ذلك ومثله معه قال,من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني قال الله تعالى لك ذلك ومثله معه قال,من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني قال الله تعالى لك ذلك ومثله معه قال
112,<PIL.Image.Image image mode=RGB size=1178x105 at 0x79EB3412FA10>,قال ابسط رداءك فبسطته قال فغرف بيديه ثم قال ضمه فضممته فما نسيت شيئا بعده حدثنا,قال ابسط رداءك فبسطته قال فغرف بيديه ثم قال ضمه فضممته فما نسيت شيئًا بعده حدثنا,قال ابسط رداءك فبسطته قال فغرف بيديه ثم قال ضمه فضممته فما نسيت شيئا بعده حدثنا,قال ابسط رداءك فبسطته قال فغرف بيديه ثم قال ضمه فضممته فما نسيت شيئا بعده حدثنا
113,<PIL.Image.Image image mode=RGB size=1166x75 at 0x79EB3412FFD0>,كتابه قال أخبرنا سليمان الشيباني عن عبد الله بن شداد قال سمعت خالتي ميمونة زوج النبي,كتابه قال أخبرنا سليمان الشيباني عن عبد الله بن شداد قال سمعت خالتي ميمونة زوج النبي النبي,كتابه قال أخبرنا سليمان الشيباني عن عبد الله بن شداد قال سمعت خالتي ميمونة زوج النبي,كتابه قال أخبرنا سليمان الشيباني عن عبد الله بن شداد قال سمعت خالتي ميمونة زوج النبي النبي
114,<PIL.Image.Image image mode=RGB size=1201x77 at 0x79EB3411CB50>,وأنا منه بريئة وهو ذا هو قالت فجاءت إلى رسول الله صلى الله عليه وسلم فأسلمت قالت عائشة,أنا منه بريئة وهو ذا هو قالت فجاءت إلى رسول الله صلى الله عليه وسلم فأسلمت قالت عائشة,وأنا منه بريئة وهو ذا هو قالت فجاءت إلى رسول الله صلى الله عليه وسلم فأسلمت قالت عائشة,أنا منه بريئة وهو ذا هو قالت فجاءت إلى رسول الله صلى الله عليه وسلم فأسلمت قالت عائشة
115,<PIL.Image.Image image mode=RGB size=1318x77 at 0x79EB3412CDD0>,بن المغيرة قال حدثنا حميد بن هلال العدوي قال حدثنا أبو صالح السمان قال رأيت أبا,بين المغيرة قال حدثنا حميد بن هلال العدوي قال حدثنا أبو صالح السمان قال رأيته أبا,بن المغيرة قال حدثنا حميد بن هلال العدوي قال حدثنا أبو صالح السمان قال رأيت أبا,بين المغيرة قال حدثنا حميد بن هلال العدوي قال حدثنا أبو صالح السمان قال رأيته أبا
116,<PIL.Image.Image image mode=RGB size=1264x75 at 0x79EB3412F410>,بن دينار عن زيد بن أسلم عن عطاء بن يسار عن أبي هريرة أن رسول الله صلى الله عليه وسلم قال,من دينار عن زيد بن أسلم عن عطاء بن يسار عن أبي هريرة أن رسول الله صلى الله عليه و سلم قال,بن دينار عن زيد بن أسلم عن عطاء بن يسار عن أبي هريرة أن رسول الله صلى الله عليه وسلم قال,من دينار عن زيد بن أسلم عن عطاء بن يسار عن أبي هريرة أن رسول الله صلى الله عليه و سلم قال
117,<PIL.Image.Image image mode=RGB size=2061x60 at 0x79EB3412D250>,عليه وسلم فقالت يا رسول الله إن الله لا يستحي من الحق هل على المرأة من غسل إذا هي احتلمت,عليه وسلم فقالت يا رسول الله إن الله لا يستحي من الحق هل على المرأة من غسل إذا هي احتمت,عليه وسلم فقالت يا رسول الله إن الله لا يستحي من الحق هل على المرأة من غسل إذا هي احتلمت,عليه وسلم فقالت يا رسول الله إن الله لا يستحي من الحق هل على المرأة من غسل إذا هي احتمت
118,<PIL.Image.Image image mode=RGB size=906x77 at 0x79EB3411B090>,باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل,باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل,باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل,باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل
119,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1473x77 at 0x79EB34135750>,وسلم في حاجة فأجنبت فلم أجد الماء فتمرغت في الصعيد كما تمرغ الدابة فذكرت ذلك للنبي,وسله في ماة فأ بنيته فله أجد الماء تتمرغته في الصعيد كُما تمرغ الحدابة وذكَرته ذلك للنيا,وسلم في حاجة فأجنبت فلم أجد الماء فتمرغت في الصعيد كما تمرغ الدابة فذكرت ذلك للنبي,وسله في ماة فأ بنيته فله أجد الماء تتمرغته في الصعيد كما تمرغ الحدابة وذكرته ذلك للنيا
120,<PIL.Image.Image image mode=RGB size=1162x75 at 0x79EB34135710>,عن أنس كان قرام لعائشة سترت به جانب بيتها فقال النبي صلى الله عليه وسلم أميطي عنا,عن أنس كان قرام لعائشة سترت به جانب بيتها فقال النبي صلى الله عليه وسلم أميطي عنا,عن أنس كان قرام لعائشة سترت به جانب بيتها فقال النبي صلى الله عليه وسلم أميطي عنا,عن أنس كان قرام لعائشة سترت به جانب بيتها فقال النبي صلى الله عليه وسلم أميطي عنا
121,<PIL.Image.Image image mode=RGB size=1301x77 at 0x79EB3412DA10>,بن عبد الرحمن بن عوف أنه سمع حسان بن ثابت الأنصاري يستشهد أبا هريرة أنشدك الله هل سمعت,بين عبد الرحمن بن عوف أنه سمع حسان بن ثابت الأنصاري يستشهد أبا هريرة أنشدك الله هل سمعت,بن عبد الرحمن بن عوف أنه سمع حسان بن ثابت الأنصاري يستشهد أبا هريرة أنشدك الله هل سمعت,بين عبد الرحمن بن عوف أنه سمع حسان بن ثابت الأنصاري يستشهد أبا هريرة أنشدك الله هل سمعت
122,<PIL.Image.Image image mode=RGB size=1367x103 at 0x79EB34135C10>,بهما سفينة فكلموهم أن يحملوهما فعرف الخضر فحملوهما بغير نول فجاء عصفور فوقع على حرف,هذاما سفينتة فحكلموهم ران تتحملوها فعرف الخض فحملوها بغير نول فجاء عصفور فوقع على عرف,بهما سفينة فكلموهم أن يحملوهما فعرف الخضر فحملوهما بغير نول فجاء عصفور فوقع على حرف,هذاما سفينتة فحكلموهم ران تتحملوها فعرف الخض فحملوها بغير نول فجاء عصفور فوقع على عرف
123,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1404x83 at 0x79EB34136210>,الله أن أبا مرة مولى أم هانئ بنت أبي طالب أخبره أنه سمع أم هانئ بنت أبي طالب تقول,لهأن أبا مرة مولى أم هانيٌّ بنت أبي طالب أخبره أنه سمع أم هانيٌّ بنت أبي طالب تقول,الله أن أبا مرة مولى أم هانئ بنت أبي طالب أخبره أنه سمع أم هانئ بنت أبي طالب تقول,لهأن أبا مرة مولى أم هاني بنت أبي طالب أخبره أنه سمع أم هاني بنت أبي طالب تقول
124,<PIL.Image.Image image mode=RGB size=1177x75 at 0x79EB341361D0>,علي والنصح لكل مسلم فبايعته على هذا ورب هذا المسجد إني لناصح لكم ثم استغفر ونزل,علي والنصح لكل مسلم فبايعته على هذا ورب هذا المسجد إني لناصح لكم ثم استغفر ونزل,علي والنصح لكل مسلم فبايعته على هذا ورب هذا المسجد إني لناصح لكم ثم استغفر ونزل,علي والنصح لكل مسلم فبايعته على هذا ورب هذا المسجد إني لناصح لكم ثم استغفر ونزل
125,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=899x75 at 0x79EB341367D0>,عن عبد الله بن زيد أن النبي صلى الله عليه وسلم استسقى فقلب رداءه,عن عبد الله بن زبيد أن النبي صلى الله عليه و سلم استسقى فقال رداءه,عن عبد الله بن زيد أن النبي صلى الله عليه وسلم استسقى فقلب رداءه,عن عبد الله بن زبيد أن النبي صلى الله عليه و سلم استسقى فقال رداءه
126,<PIL.Image.Image image mode=RGB size=1186x105 at 0x79EB3411E110>,فقال أين تحب أن أصلي من بيتك فأشرت له إلى المكان الذي أحب فقام وصففنا خلفه ثم سلم,فقال أين نحب أن أصلي من بيتك فأشرت له إلى المكان الذي أحب فقام وصففنا خلفه ثم سلم,فقال أين تحب أن أصلي من بيتك فأشرت له إلى المكان الذي أحب فقام وصففنا خلفه ثم سلم,فقال أين نحب أن أصلي من بيتك فأشرت له إلى المكان الذي أحب فقام وصففنا خلفه ثم سلم
127,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1288x103 at 0x79EB34136E10>,وسلم قال فخرجوا إلينا بمكاتلهم ومساحيهم فلما رأوا النبي صلى الله عليه وسلم قالوا محمد,وسلمر قال فخرجوا إلينا ببحكاة تلهم ومساحيههم فلما سأفأ النبي صلى الله عليه وسلم قالوا محمد,وسلم قال فخرجوا إلينا بمكاتلهم ومساحيهم فلما رأوا النبي صلى الله عليه وسلم قالوا محمد,وسلمر قال فخرجوا إلينا ببحكاة تلهم ومساحيههم فلما سأفأ النبي صلى الله عليه وسلم قالوا محمد
128,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1427x57 at 0x79EB34137150>,معي صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب,معي صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب,معي صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب,معي صبرا قال لا تؤاخذني بما نسيت فكانت الأولى من موسى نسيانا فانطلقا فإذا غلام يلعب
129,<PIL.Image.Image image mode=RGB size=1126x83 at 0x79EB3412EBD0>,وأصيبوا من الطيب قال بن عباس أما الغسل فنعم وأما الطيب فلا أدري,أوأصيبوا من الطيب قال بن عباس أما الغسل فنعم وأما الطيب فلا أدري,وأصيبوا من الطيب قال بن عباس أما الغسل فنعم وأما الطيب فلا أدري,أوأصيبوا من الطيب قال بن عباس أما الغسل فنعم وأما الطيب فلا أدري
130,<PIL.Image.Image image mode=RGB size=1114x105 at 0x79EB3412F5D0>,بن مالك قال كان النبي صلى الله عليه وسلم يدور على نسائه في الساعة الواحدة من الليل,ن مالك قال كان النبي صلى الله عليه وسلم يدور على نسائه في الساعة الواحدة من الليل,بن مالك قال كان النبي صلى الله عليه وسلم يدور على نسائه في الساعة الواحدة من الليل,ن مالك قال كان النبي صلى الله عليه وسلم يدور على نسائه في الساعة الواحدة من الليل
131,<PIL.Image.Image image mode=RGB size=1229x75 at 0x79EB3411F990>,حدثنا بهز بن أسد قال حدثنا شعبة قال أخبرني سعد بن إبراهيم قال سمعت حفص بن عاصم قال,حادثنا بجز بن أسد قال حدثنا شعبة قال أخبرني سعد بن إبراهيم قال سمعت حفص بن عاصم قال,حدثنا بهز بن أسد قال حدثنا شعبة قال أخبرني سعد بن إبراهيم قال سمعت حفص بن عاصم قال,حادثنا بجز بن أسد قال حدثنا شعبة قال أخبرني سعد بن إبراهيم قال سمعت حفص بن عاصم قال
132,<PIL.Image.Image image mode=RGB size=1403x83 at 0x79EB3411FBD0>,أعلم لكي ينفذ من ينصرف من النساء وقال بن أبي مريم أخبرنا نافع بن يزيد قال أخبرني,أعلم لكي ينفذ من ينصرف من النساء وقال بن أبي مريم أخبرنا نافع بن يزيد قال أخبرني,أعلم لكي ينفذ من ينصرف من النساء وقال بن أبي مريم أخبرنا نافع بن يزيد قال أخبرني,أعلم لكي ينفذ من ينصرف من النساء وقال بن أبي مريم أخبرنا نافع بن يزيد قال أخبرني
133,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1485x77 at 0x79EB34137F10>,العصر حتى كادت الشمس أن تغيب فقال النبي صلى الله عليه وسلم وأنا والله ما صليتها بعد قال,العمر حتى كَادته الشمس أن تغيجه فقال النبي صلى الله عليه وسلم وأنا والله ما حليتما بعد قال,العصر حتى كادت الشمس أن تغيب فقال النبي صلى الله عليه وسلم وأنا والله ما صليتها بعد قال,العمر حتى كادته الشمس أن تغيجه فقال النبي صلى الله عليه وسلم وأنا والله ما حليتما بعد قال
134,<PIL.Image.Image image mode=RGB size=1939x60 at 0x79EB34137ED0>,بالعراق فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله,بالعراق فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود,بالعراق فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله,بالعراق فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود الأنصاري فقال ما هذا يا مغيرة أليس قد علمت أن جبريل صلى الله عليه فدخل عليه أبو مسعود
